codice_utente|scuola|regione|nazionale
"LEEE85002P"|4.3|4.4|3.3
"LEEE85101D"|0.0|4.4|3.3
"LEEE85102E"|0.0|4.4|3.3
"LEEE852019"|0.0|4.4|3.3
"LEEE853026"|3.7|4.4|3.3
"LEEE854011"|4.2|4.4|3.3
"LEEE854022"|4.2|4.4|3.3
"LEEE85501R"|0.0|4.4|3.3
"LEEE85601L"|0.0|4.4|3.3
"LEEE85603P"|0.0|4.4|3.3
"LEEE85604Q"|0.0|4.4|3.3
"LEEE85701C"|0.0|4.4|3.3
"LEEE858018"|10.0|4.4|3.3
"LEEE859014"|0.0|4.4|3.3
"LEEE859025"|0.0|4.4|3.3
"LEEE860018"|0.0|4.4|3.3
"LEEE861014"|11.4|4.4|3.3
"LEEE861025"|11.4|4.4|3.3
"LEEE86301Q"|0.0|4.4|3.3
"LEEE86401G"|0.0|4.4|3.3
"LEEE86502C"|0.0|4.4|3.3
"LEEE866017"|0.0|4.4|3.3
"LEEE867013"|4.2|4.4|3.3
"LEEE86801V"|4.2|4.4|3.3
"LEEE86901P"|0.0|4.4|3.3
"LEEE87001V"|0.0|4.4|3.3
"LEEE87002X"|0.0|4.4|3.3
"LEEE87101P"|0.0|4.4|3.3
"LEEE87302B"|0.0|4.4|3.3
"LEEE87303C"|0.0|4.4|3.3
"LEEE874016"|0.0|4.4|3.3
"LEEE874027"|0.0|4.4|3.3
"LEEE875012"|3.6|4.4|3.3
"LEEE87601T"|7.1|4.4|3.3
"LEEE87602V"|7.1|4.4|3.3
"LEEE87701N"|3.3|4.4|3.3
"LEEE87702P"|3.3|4.4|3.3
"LEEE879019"|9.5|4.4|3.3
"LEEE87902A"|9.5|4.4|3.3
"LEEE87902A"|20.0|4.4|3.3
"LEEE88001D"|0.0|4.4|3.3
"LEEE88002E"|0.0|4.4|3.3
"LEEE881019"|0.0|4.4|3.3
"LEEE882015"|9.8|4.4|3.3
"LEEE882026"|9.8|4.4|3.3
"LEEE88501L"|11.8|4.4|3.3
"LEEE88601C"|3.4|4.4|3.3
"LEEE887018"|0.0|4.4|3.3
"LEEE887029"|0.0|4.4|3.3
"LEEE888014"|5.1|4.4|3.3
"LEEE888025"|5.1|4.4|3.3
"LEEE88901X"|4.8|4.4|3.3
"LEEE890014"|8.7|4.4|3.3
"LEMM00100B"|14.3|6.8|5.7
"LEMM002007"|5.0|6.8|5.7
"LEMM00400V"|10.0|6.8|5.7
"LEMM00500P"|8.9|6.8|5.7
"LEMM00600E"|1.9|6.8|5.7
"LEMM04800L"|4.8|6.8|5.7
"LEMM102004"|9.1|6.8|5.7
"LEMM10600B"|4.4|6.8|5.7
"LEMM128008"|7.4|6.8|5.7
"LEMM13400G"|10.0|6.8|5.7
"LEMM16200Q"|4.3|6.8|5.7
"LEMM16300G"|3.1|6.8|5.7
"LEMM24800A"|7.9|6.8|5.7
"LEMM25500D"|2.9|6.8|5.7
"LEMM272007"|0.0|6.8|5.7
"LEMM278006"|12.8|6.8|5.7
"LEMM70001P"|16.7|6.8|5.7
"LEMM80001G"|18.2|6.8|5.7
"LEMM80101B"|0.0|6.8|5.7
"LEMM802017"|7.7|6.8|5.7
"LEMM803013"|0.0|6.8|5.7
"LEMM803024"|0.0|6.8|5.7
"LEMM80401V"|14.3|6.8|5.7
"LEMM80501P"|0.0|6.8|5.7
"LEMM80601E"|16.7|6.8|5.7
"LEMM80701A"|16.7|6.8|5.7
"LEMM808016"|0.0|6.8|5.7
"LEMM808027"|0.0|6.8|5.7
"LEMM809012"|6.3|6.8|5.7
"LEMM810016"|9.1|6.8|5.7
"LEMM810027"|0.0|6.8|5.7
"LEMM811012"|0.0|6.8|5.7
"LEMM81201T"|18.2|6.8|5.7
"LEMM81202V"|0.0|6.8|5.7
"LEMM81301N"|0.0|6.8|5.7
"LEMM81304R"|0.0|6.8|5.7
"LEMM81401D"|14.3|6.8|5.7
"LEMM81402E"|0.0|6.8|5.7
"LEMM815019"|16.7|6.8|5.7
"LEMM81502A"|0.0|6.8|5.7
"LEMM816015"|4.8|6.8|5.7
"LEMM816026"|0.0|6.8|5.7
"LEMM817011"|16.7|6.8|5.7
"LEMM817022"|0.0|6.8|5.7
"LEMM81801R"|0.0|6.8|5.7
"LEMM81802T"|0.0|6.8|5.7
"LEMM81901L"|14.3|6.8|5.7
"LEMM82001R"|0.0|6.8|5.7
"LEMM82002T"|0.0|6.8|5.7
"LEMM82101L"|0.0|6.8|5.7
"LEMM82201C"|0.0|6.8|5.7
"LEMM823018"|0.0|6.8|5.7
"LEMM823029"|11.1|6.8|5.7
"LEMM824014"|15.8|6.8|5.7
"LEMM82501X"|13.3|6.8|5.7
"LEMM82601Q"|0.0|6.8|5.7
"LEMM82701G"|21.1|6.8|5.7
"LEMM82801B"|15.4|6.8|5.7
"LEMM829017"|8.3|6.8|5.7
"LEMM83001B"|21.1|6.8|5.7
"LEMM831017"|0.0|6.8|5.7
"LEMM832013"|4.2|6.8|5.7
"LEMM83301V"|12.5|6.8|5.7
"LEMM83401P"|0.0|6.8|5.7
"LEMM83501E"|14.3|6.8|5.7
"LEMM83502G"|0.0|6.8|5.7
"LEMM83601A"|6.3|6.8|5.7
"LEMM83602B"|25.0|6.8|5.7
"LEMM838012"|17.6|6.8|5.7
"LEMM83901T"|6.7|6.8|5.7
"LEMM83902V"|0.0|6.8|5.7
"LEMM840012"|6.3|6.8|5.7
"LEMM84101T"|0.0|6.8|5.7
"LEMM84201N"|5.6|6.8|5.7
"LEMM84301D"|0.0|6.8|5.7
"LEMM84302E"|20.0|6.8|5.7
"LEMM844019"|0.0|6.8|5.7
"LEMM845015"|7.7|6.8|5.7
"LEMM846011"|12.5|6.8|5.7
"LEMM84701R"|0.0|6.8|5.7
"LEMM84702T"|20.0|6.8|5.7
"LEMM84801L"|0.0|6.8|5.7
"LEMM84901C"|0.0|6.8|5.7
"LEMM85001L"|0.0|6.8|5.7
"LEMM85101C"|8.7|6.8|5.7
"LEMM852018"|0.0|6.8|5.7
"LEMM853014"|10.5|6.8|5.7
"LEMM85401X"|14.3|6.8|5.7
"LEMM85501Q"|8.3|6.8|5.7
"LEMM85601G"|11.8|6.8|5.7
"LEMM85701B"|18.8|6.8|5.7
"LEMM858017"|9.1|6.8|5.7
"LEMM859013"|2.6|6.8|5.7
"LEMM860017"|0.0|6.8|5.7
"LEMM861013"|5.0|6.8|5.7
"LEMM86301P"|0.0|6.8|5.7
"LEMM86401E"|3.7|6.8|5.7
"LEMM86501A"|11.1|6.8|5.7
"LEMM866016"|0.0|6.8|5.7
"LEMM867012"|11.1|6.8|5.7
"LEMM86801T"|0.0|6.8|5.7
"LEMM86901N"|0.0|6.8|5.7
"LEMM87001T"|6.3|6.8|5.7
"LEMM87101N"|11.1|6.8|5.7
"LEMM873019"|4.5|6.8|5.7
"LEMM874015"|9.5|6.8|5.7
"LEMM875011"|10.0|6.8|5.7
"LEMM87601R"|14.3|6.8|5.7
"LEMM87701L"|11.1|6.8|5.7
"LEMM879018"|22.2|6.8|5.7
"LEMM88001C"|0.0|6.8|5.7
"LEMM881018"|14.3|6.8|5.7
"LEMM882014"|11.5|6.8|5.7
"LEMM88501G"|16.0|6.8|5.7
"LEMM88601B"|20.0|6.8|5.7
"LEMM887017"|0.0|6.8|5.7
"LEMM888013"|0.0|6.8|5.7
"LEMM890013"|2.8|6.8|5.7
"LEPC01000G"|1.2|4.5|4.5
"LEPC01101C"|3.1|4.5|4.5
"LEPC012018"|6.3|4.5|4.5
"LEPC013014"|0.0|4.5|4.5
"LEPC01401X"|6.3|4.5|4.5
"LEPC027012"|0.0|4.5|4.5
"LEPC02901N"|0.0|4.5|4.5
"LEPC03000R"|3.2|4.5|4.5
"LEPC11000C"|1.6|4.5|4.5
"LEPM01000Q"|6.3|4.5|4.5
"LEPM01101L"|1.4|4.5|4.5
"LEPM01201C"|6.3|4.5|4.5
"LEPM013018"|5.0|4.5|4.5
"LEPM027016"|0.0|4.5|4.5
"LEPM02901T"|0.0|4.5|4.5
"LEPM030001"|1.8|4.5|4.5
"LEPM050006"|2.7|4.5|4.5
"LEPS00201R"|6.3|4.5|4.5
"LEPS00801Q"|0.0|4.5|4.5
"LEPS01000P"|7.7|4.5|4.5
"LEPS01201B"|12.1|4.5|4.5
"LEPS013017"|4.0|4.5|4.5
"LEPS014013"|4.9|4.5|4.5
"LEPS02901R"|0.0|4.5|4.5
"LEPS03000X"|0.0|4.5|4.5
"LEPS04000E"|5.7|4.5|4.5
"LEPS050005"|3.1|4.5|4.5
"LEPS07000A"|8.6|4.5|4.5
"LERA00101E"|0.0|4.5|4.5
"LERA02101Q"|0.0|4.5|4.5
"LERC016017"|4.8|4.5|4.5
"LERC017013"|0.0|4.5|4.5
"LERC017024"|10.0|4.5|4.5
"LERC02101P"|9.1|4.5|4.5
"LERC02201E"|5.9|4.5|4.5
"LERC024027"|5.9|4.5|4.5
"LERC031019"|2.0|4.5|4.5
"LERC032026"|8.3|4.5|4.5
"LERC090004"|0.0|4.5|4.5
"LERC090015"|6.3|4.5|4.5
"LERF002013"|2.5|4.5|4.5
"LERF016011"|7.7|4.5|4.5
"LERF01701R"|0.0|4.5|4.5
"LERF022018"|0.0|4.5|4.5
"LERF023014"|0.0|4.5|4.5
"LERF02401X"|0.0|4.5|4.5
"LERH00101P"|0.0|4.5|4.5
"LERH01000C"|3.8|4.5|4.5
"LERH017018"|0.0|4.5|4.5
"LERH020003"|3.9|4.5|4.5
"LERH02301G"|0.0|4.5|4.5
"LERI01601X"|0.0|4.5|4.5
"LERI016021"|5.4|4.5|4.5
"LERI01701Q"|8.2|4.5|4.5
"LERI02101B"|3.1|4.5|4.5
"LERI02401V"|4.0|4.5|4.5
"LERI03201T"|8.6|4.5|4.5
"LERI04000Q"|4.7|4.5|4.5
"LESD02000Q"|5.4|4.5|4.5
"LESD03302X"|2.6|4.5|4.5
"LESD03601A"|0.0|4.5|4.5
"LESD060006"|4.3|4.5|4.5
"LESD060017"|6.7|4.5|4.5
"LESL01000G"|9.1|4.5|4.5
"LESL033019"|0.0|4.5|4.5
"LETA00101A"|4.2|4.5|4.5
"LETD00201L"|0.0|4.5|4.5
"LETD00301C"|7.1|4.5|4.5
"LETD00701Q"|0.0|4.5|4.5
"LETD00801G"|4.3|4.5|4.5
"LETD01000E"|7.7|4.5|4.5
"LETD020005"|10.3|4.5|4.5
"LETD026015"|2.9|4.5|4.5
"LETD03000Q"|10.4|4.5|4.5
"LETD04000A"|6.7|4.5|4.5
"LETD070006"|5.1|4.5|4.5
"LETD08000R"|11.6|4.5|4.5
"LETD08001T"|9.5|4.5|4.5
"LETD120002"|0.0|4.5|4.5
"LETE010002"|3.0|4.5|4.5
"LETF00301P"|3.3|4.5|4.5
"LETF006016"|6.3|4.5|4.5
"LETF03101V"|0.0|4.5|4.5
"LETF03401A"|6.9|4.5|4.5
"LETF03701T"|5.6|4.5|4.5
"LETF03801N"|3.3|4.5|4.5
"LETH00701D"|3.4|4.5|4.5
"LETL00601A"|0.0|4.5|4.5
"LETL010001"|12.9|4.5|4.5
"LETL02601G"|0.0|4.5|4.5
"LIEE00200G"|5.3|3.1|3.3
"LIEE00201L"|5.3|3.1|3.3
"LIEE00202N"|5.3|3.1|3.3
"LIEE00208X"|5.3|3.1|3.3
"LIEE002103"|5.3|3.1|3.3
"LIEE00300B"|0.0|3.1|3.3
"LIEE00301C"|0.0|3.1|3.3
"LIEE00302D"|0.0|3.1|3.3
"LIEE00303E"|0.0|3.1|3.3
"LIEE004007"|2.9|3.1|3.3
"LIEE004018"|2.9|3.1|3.3
"LIEE004029"|2.9|3.1|3.3
"LIEE00406D"|2.9|3.1|3.3
"LIEE00700P"|5.6|3.1|3.3
"LIEE00701Q"|5.6|3.1|3.3
"LIEE007072"|5.6|3.1|3.3
"LIEE007094"|5.6|3.1|3.3
"LIEE00900A"|0.0|3.1|3.3
"LIEE00901B"|0.0|3.1|3.3
"LIEE00903D"|0.0|3.1|3.3
"LIEE00906L"|0.0|3.1|3.3
"LIEE01000E"|2.0|3.1|3.3
"LIEE01001G"|2.0|3.1|3.3
"LIEE01006R"|2.0|3.1|3.3
"LIEE013002"|7.6|3.1|3.3
"LIEE01336P"|7.6|3.1|3.3
"LIEE01337Q"|7.6|3.1|3.3
"LIEE01338R"|7.6|3.1|3.3
"LIEE06000G"|3.4|3.1|3.3
"LIEE06001L"|3.4|3.1|3.3
"LIEE06002N"|3.4|3.1|3.3
"LIEE06003P"|3.4|3.1|3.3
"LIEE06100B"|0.0|3.1|3.3
"LIEE06101C"|0.0|3.1|3.3
"LIEE06105L"|0.0|3.1|3.3
"LIEE06106N"|0.0|3.1|3.3
"LIEE075009"|2.5|3.1|3.3
"LIEE07501A"|2.5|3.1|3.3
"LIEE07502B"|2.5|3.1|3.3
"LIEE07504D"|2.5|3.1|3.3
"LIEE07505E"|2.5|3.1|3.3
"LIEE076005"|13.3|3.1|3.3
"LIEE076027"|13.3|3.1|3.3
"LIEE07607C"|13.3|3.1|3.3
"LIEE09000B"|1.8|3.1|3.3
"LIEE09001C"|1.8|3.1|3.3
"LIEE09003E"|1.8|3.1|3.3
"LIEE09005L"|1.8|3.1|3.3
"LIEE091007"|7.5|3.1|3.3
"LIEE091018"|7.5|3.1|3.3
"LIEE091029"|7.5|3.1|3.3
"LIEE09103A"|7.5|3.1|3.3
"LIEE80301B"|13.3|3.1|3.3
"LIEE805013"|0.0|3.1|3.3
"LIEE805024"|0.0|3.1|3.3
"LIEE805035"|0.0|3.1|3.3
"LIEE80701P"|8.0|3.1|3.3
"LIEE80702Q"|8.0|3.1|3.3
"LIEE80801E"|0.0|3.1|3.3
"LIEE80802G"|0.0|3.1|3.3
"LIEE80901A"|0.0|3.1|3.3
"LIEE80902B"|0.0|3.1|3.3
"LIEE81001E"|0.0|3.1|3.3
"LIEE81002G"|0.0|3.1|3.3
"LIEE81003L"|0.0|3.1|3.3
"LIEE81004N"|0.0|3.1|3.3
"LIEE81101A"|0.0|3.1|3.3
"LIEE81103C"|0.0|3.1|3.3
"LIEE81104D"|0.0|3.1|3.3
"LIEE813012"|0.0|3.1|3.3
"LIEE81401T"|5.3|3.1|3.3
"LIEE81402V"|5.3|3.1|3.3
"LIEE81501N"|0.0|3.1|3.3
"LIEE81601D"|3.3|3.1|3.3
"LIEE81602E"|3.3|3.1|3.3
"LIEE81603G"|3.3|3.1|3.3
"LIEE817019"|5.7|3.1|3.3
"LIEE81702A"|5.7|3.1|3.3
"LIMM00100P"|9.7|6.7|5.7
"LIMM00800D"|10.6|6.7|5.7
"LIMM063002"|3.2|6.7|5.7
"LIMM063013"|11.1|6.7|5.7
"LIMM08700E"|10.0|6.7|5.7
"LIMM096009"|7.1|6.7|5.7
"LIMM09601A"|0.0|6.7|5.7
"LIMM098001"|4.2|6.7|5.7
"LIMM80301A"|14.3|6.7|5.7
"LIMM805012"|0.0|6.7|5.7
"LIMM805023"|0.0|6.7|5.7
"LIMM805034"|0.0|6.7|5.7
"LIMM80701N"|6.3|6.7|5.7
"LIMM80801D"|7.7|6.7|5.7
"LIMM80802E"|0.0|6.7|5.7
"LIMM809019"|0.0|6.7|5.7
"LIMM80902A"|0.0|6.7|5.7
"LIMM81001D"|0.0|6.7|5.7
"LIMM81002E"|8.3|6.7|5.7
"LIMM811019"|11.5|6.7|5.7
"LIMM813011"|7.8|6.7|5.7
"LIMM813022"|100.0|6.7|5.7
"LIMM81401R"|14.3|6.7|5.7
"LIMM81501L"|13.5|6.7|5.7
"LIMM81601C"|8.3|6.7|5.7
"LIMM817018"|3.7|6.7|5.7
"LIPC001015"|0.0|5.1|4.5
"LIPC007014"|11.1|5.1|4.5
"LIPC01101Q"|7.7|5.1|4.5
"LIPM007018"|5.9|5.1|4.5
"LIPS001018"|0.0|5.1|4.5
"LIPS010002"|8.9|5.1|4.5
"LIPS02000L"|5.9|5.1|4.5
"LIPS030007"|6.5|5.1|4.5
"LIRC00201L"|1.9|5.1|4.5
"LIRC004018"|4.2|5.1|4.5
"LIRC00601X"|1.8|5.1|4.5
"LIRC00801G"|0.0|5.1|4.5
"LIRI00101D"|7.7|5.1|4.5
"LIRI00601L"|5.6|5.1|4.5
"LIRI009014"|4.0|5.1|4.5
"LIRI011014"|9.1|5.1|4.5
"LITA00201D"|0.0|5.1|4.5
"LITD00201X"|9.5|5.1|4.5
"LITD00401G"|6.3|5.1|4.5
"LITD00801V"|0.0|5.1|4.5
"LITD00802X"|5.2|5.1|4.5
"LITD030003"|0.0|5.1|4.5
"LITF00601D"|11.4|5.1|4.5
"LITF011011"|4.5|5.1|4.5
"LITF030009"|8.9|5.1|4.5
"LITH00901C"|5.7|5.1|4.5
"LITL009015"|4.7|5.1|4.5
"LOEE001001"|3.9|2.7|3.3
"LOEE001012"|3.9|2.7|3.3
"LOEE001034"|3.9|2.7|3.3
"LOEE001045"|3.9|2.7|3.3
"LOEE00300L"|1.5|2.7|3.3
"LOEE00301N"|1.5|2.7|3.3
"LOEE00302P"|1.5|2.7|3.3
"LOEE00303Q"|1.5|2.7|3.3
"LOEE00304R"|1.5|2.7|3.3
"LOEE00400C"|3.2|2.7|3.3
"LOEE00401D"|3.2|2.7|3.3
"LOEE00402E"|3.2|2.7|3.3
"LOEE00403G"|3.2|2.7|3.3
"LOEE00404L"|3.2|2.7|3.3
"LOEE006004"|1.7|2.7|3.3
"LOEE006037"|1.7|2.7|3.3
"LOEE006059"|1.7|2.7|3.3
"LOEE00608C"|1.7|2.7|3.3
"LOEE00609D"|1.7|2.7|3.3
"LOEE00700X"|5.0|2.7|3.3
"LOEE007011"|5.0|2.7|3.3
"LOEE007022"|5.0|2.7|3.3
"LOEE007033"|5.0|2.7|3.3
"LOEE007044"|5.0|2.7|3.3
"LOEE00900G"|4.3|2.7|3.3
"LOEE00901L"|4.3|2.7|3.3
"LOEE00903P"|4.3|2.7|3.3
"LOEE00904Q"|4.3|2.7|3.3
"LOEE01100G"|0.0|2.7|3.3
"LOEE01101L"|0.0|2.7|3.3
"LOEE01102N"|0.0|2.7|3.3
"LOEE01103P"|0.0|2.7|3.3
"LOEE01104Q"|0.0|2.7|3.3
"LOEE01105R"|0.0|2.7|3.3
"LOEE01500V"|1.8|2.7|3.3
"LOEE01501X"|1.8|2.7|3.3
"LOEE015021"|1.8|2.7|3.3
"LOEE015032"|1.8|2.7|3.3
"LOEE015043"|1.8|2.7|3.3
"LOEE015054"|1.8|2.7|3.3
"LOEE01600P"|0.0|2.7|3.3
"LOEE01601Q"|0.0|2.7|3.3
"LOEE01602R"|0.0|2.7|3.3
"LOEE01603T"|0.0|2.7|3.3
"LOEE01604V"|0.0|2.7|3.3
"LOEE01605X"|0.0|2.7|3.3
"LOEE800015"|0.0|2.7|3.3
"LOEE800026"|0.0|2.7|3.3
"LOEE801011"|12.5|2.7|3.3
"LOEE80201R"|0.0|2.7|3.3
"LOEE80202T"|0.0|2.7|3.3
"LOEE80203V"|0.0|2.7|3.3
"LOEE80301L"|0.0|2.7|3.3
"LOEE80401C"|0.0|2.7|3.3
"LOEE80402D"|0.0|2.7|3.3
"LOEE80403E"|0.0|2.7|3.3
"LOEE80404G"|0.0|2.7|3.3
"LOEE805018"|11.4|2.7|3.3
"LOEE805029"|11.4|2.7|3.3
"LOEE80503A"|11.4|2.7|3.3
"LOEE806014"|8.8|2.7|3.3
"LOEE806025"|8.8|2.7|3.3
"LOEE806036"|8.8|2.7|3.3
"LOEE806047"|8.8|2.7|3.3
"LOEE806058"|8.8|2.7|3.3
"LOEE80701X"|3.2|2.7|3.3
"LOEE807021"|3.2|2.7|3.3
"LOEE807032"|3.2|2.7|3.3
"LOEE807043"|3.2|2.7|3.3
"LOEE80801Q"|0.0|2.7|3.3
"LOEE80802R"|0.0|2.7|3.3
"LOEE80804V"|0.0|2.7|3.3
"LOMM00200Q"|13.0|4.4|5.7
"LOMM00201R"|0.0|4.4|5.7
"LOMM00700V"|0.0|4.4|5.7
"LOMM00701X"|0.0|4.4|5.7
"LOMM00800P"|3.1|4.4|5.7
"LOMM00801Q"|16.7|4.4|5.7
"LOMM01500T"|2.8|4.4|5.7
"LOMM01501V"|0.0|4.4|5.7
"LOMM01502X"|7.7|4.4|5.7
"LOMM01600N"|3.0|4.4|5.7
"LOMM01601P"|0.0|4.4|5.7
"LOMM800014"|0.0|4.4|5.7
"LOMM80101X"|0.0|4.4|5.7
"LOMM80202R"|0.0|4.4|5.7
"LOMM80301G"|0.0|4.4|5.7
"LOMM80401B"|0.0|4.4|5.7
"LOMM80402C"|0.0|4.4|5.7
"LOMM805017"|0.0|4.4|5.7
"LOMM806013"|14.3|4.4|5.7
"LOMM806024"|0.0|4.4|5.7
"LOMM806035"|0.0|4.4|5.7
"LOMM806046"|0.0|4.4|5.7
"LOMM80701V"|0.0|4.4|5.7
"LOMM80702X"|0.0|4.4|5.7
"LOMM807031"|0.0|4.4|5.7
"LOMM80802Q"|15.8|4.4|5.7
"LOPM010008"|5.2|3.9|4.5
"LOPS010007"|2.8|3.9|4.5
"LOPS02000T"|4.3|3.9|4.5
"LORA001013"|0.0|3.9|4.5
"LORC00401D"|0.0|3.9|4.5
"LORC01000Q"|7.5|3.9|4.5
"LORI00101P"|5.6|3.9|4.5
"LOSL002016"|0.0|3.9|4.5
"LOTA01000L"|12.5|3.9|4.5
"LOTD001019"|0.0|3.9|4.5
"LOTD002015"|0.0|3.9|4.5
"LOTD003011"|0.0|3.9|4.5
"LOTD010003"|3.1|3.9|4.5
"LOTF003017"|2.7|3.9|4.5
"LOTF004013"|3.8|3.9|4.5
"LTEE00100P"|6.4|3.4|3.3
"LTEE00101Q"|6.4|3.4|3.3
"LTEE001061"|6.4|3.4|3.3
"LTEE00200E"|12.5|3.4|3.3
"LTEE00201G"|12.5|3.4|3.3
"LTEE002102"|12.5|3.4|3.3
"LTEE002113"|12.5|3.4|3.3
"LTEE00300A"|4.2|3.4|3.3
"LTEE00301B"|4.2|3.4|3.3
"LTEE004006"|2.1|3.4|3.3
"LTEE004017"|2.1|3.4|3.3
"LTEE004039"|2.1|3.4|3.3
"LTEE00404A"|2.1|3.4|3.3
"LTEE005002"|4.4|3.4|3.3
"LTEE005013"|4.4|3.4|3.3
"LTEE005057"|4.4|3.4|3.3
"LTEE00600T"|0.0|3.4|3.3
"LTEE00601V"|0.0|3.4|3.3
"LTEE00602X"|0.0|3.4|3.3
"LTEE00700N"|8.0|3.4|3.3
"LTEE00701P"|8.0|3.4|3.3
"LTEE007071"|8.0|3.4|3.3
"LTEE00800D"|7.7|3.4|3.3
"LTEE008101"|7.7|3.4|3.3
"LTEE020004"|3.1|3.4|3.3
"LTEE020015"|3.1|3.4|3.3
"LTEE02100X"|4.7|3.4|3.3
"LTEE021011"|4.7|3.4|3.3
"LTEE02200Q"|6.8|3.4|3.3
"LTEE02201R"|6.8|3.4|3.3
"LTEE02300G"|0.0|3.4|3.3
"LTEE02301L"|0.0|3.4|3.3
"LTEE02305R"|0.0|3.4|3.3
"LTEE03700D"|11.1|3.4|3.3
"LTEE03701E"|11.1|3.4|3.3
"LTEE03703L"|11.1|3.4|3.3
"LTEE038009"|2.7|3.4|3.3
"LTEE03801A"|2.7|3.4|3.3
"LTEE03805E"|2.7|3.4|3.3
"LTEE039005"|5.4|3.4|3.3
"LTEE039027"|5.4|3.4|3.3
"LTEE039038"|5.4|3.4|3.3
"LTEE03909E"|5.4|3.4|3.3
"LTEE04300R"|4.3|3.4|3.3
"LTEE04303X"|4.3|3.4|3.3
"LTEE043063"|4.3|3.4|3.3
"LTEE043119"|4.3|3.4|3.3
"LTEE04500C"|6.5|3.4|3.3
"LTEE04501D"|6.5|3.4|3.3
"LTEE04505N"|6.5|3.4|3.3
"LTEE04508R"|6.5|3.4|3.3
"LTEE04900Q"|13.8|3.4|3.3
"LTEE04901R"|13.8|3.4|3.3
"LTEE04904X"|13.8|3.4|3.3
"LTEE063002"|2.3|3.4|3.3
"LTEE063013"|2.3|3.4|3.3
"LTEE063024"|2.3|3.4|3.3
"LTEE063068"|2.3|3.4|3.3
"LTEE06400T"|8.0|3.4|3.3
"LTEE06401V"|8.0|3.4|3.3
"LTEE06402X"|8.0|3.4|3.3
"LTEE064042"|8.0|3.4|3.3
"LTEE064064"|8.0|3.4|3.3
"LTEE075008"|4.7|3.4|3.3
"LTEE075019"|4.7|3.4|3.3
"LTEE07502A"|4.7|3.4|3.3
"LTEE075173"|4.7|3.4|3.3
"LTEE075184"|4.7|3.4|3.3
"LTEE08000Q"|7.7|3.4|3.3
"LTEE08001R"|7.7|3.4|3.3
"LTEE08002T"|7.7|3.4|3.3
"LTEE09000A"|6.1|3.4|3.3
"LTEE09001B"|6.1|3.4|3.3
"LTEE09010T"|6.1|3.4|3.3
"LTEE10100G"|8.1|3.4|3.3
"LTEE10101L"|8.1|3.4|3.3
"LTEE10105R"|8.1|3.4|3.3
"LTEE112002"|7.1|3.4|3.3
"LTEE112013"|7.1|3.4|3.3
"LTEE112046"|7.1|3.4|3.3
"LTEE112068"|6.3|3.4|3.3
"LTEE112068"|7.1|3.4|3.3
"LTEE80001V"|5.1|3.4|3.3
"LTEE80002X"|5.1|3.4|3.3
"LTEE800031"|5.1|3.4|3.3
"LTEE800042"|5.1|3.4|3.3
"LTEE800042"|7.0|3.4|3.3
"LTEE800053"|5.1|3.4|3.3
"LTEE800053"|7.0|3.4|3.3
"LTEE800064"|5.1|3.4|3.3
"LTEE800064"|2.5|3.4|3.3
"LTEE80101P"|2.5|3.4|3.3
"LTEE80102Q"|2.5|3.4|3.3
"LTEE80103R"|2.5|3.4|3.3
"LTEE80104T"|2.5|3.4|3.3
"LTEE80202G"|15.4|3.4|3.3
"LTEE80203L"|15.4|3.4|3.3
"LTEE80301A"|7.7|3.4|3.3
"LTEE804038"|0.0|3.4|3.3
"LTEE805012"|4.9|3.4|3.3
"LTEE805023"|4.9|3.4|3.3
"LTEE805034"|4.9|3.4|3.3
"LTEE80601T"|0.0|3.4|3.3
"LTEE80801D"|3.0|3.4|3.3
"LTEE80802E"|3.0|3.4|3.3
"LTEE80803G"|3.0|3.4|3.3
"LTEE809019"|5.6|3.4|3.3
"LTEE81001D"|25.0|3.4|3.3
"LTEE811019"|0.0|3.4|3.3
"LTEE812015"|0.0|3.4|3.3
"LTEE813011"|18.8|3.4|3.3
"LTEE813022"|18.8|3.4|3.3
"LTEE81401R"|5.6|3.4|3.3
"LTEE81402T"|5.6|3.4|3.3
"LTEE81403V"|5.6|3.4|3.3
"LTEE814051"|5.6|3.4|3.3
"LTEE81501L"|6.3|3.4|3.3
"LTEE81502N"|6.3|3.4|3.3
"LTEE81504Q"|6.3|3.4|3.3
"LTEE81505R"|6.3|3.4|3.3
"LTEE81506T"|6.3|3.4|3.3
"LTEE81601C"|3.8|3.4|3.3
"LTEE817018"|3.8|3.4|3.3
"LTEE818014"|5.9|3.4|3.3
"LTEE818025"|5.9|3.4|3.3
"LTEE81901X"|11.1|3.4|3.3
"LTEE819021"|11.1|3.4|3.3
"LTEE819032"|11.1|3.4|3.3
"LTEE820014"|3.1|3.4|3.3
"LTEE820025"|3.1|3.4|3.3
"LTEE820036"|3.1|3.4|3.3
"LTEE82101X"|0.0|3.4|3.3
"LTEE82201Q"|0.0|3.4|3.3
"LTEE82202R"|0.0|3.4|3.3
"LTEE82301G"|25.0|3.4|3.3
"LTEE82402C"|0.0|3.4|3.3
"LTEE825017"|13.3|3.4|3.3
"LTEE825028"|13.3|3.4|3.3
"LTEE826013"|5.6|3.4|3.3
"LTEE826035"|5.6|3.4|3.3
"LTEE82701V"|0.0|3.4|3.3
"LTEE82702X"|0.0|3.4|3.3
"LTEE82801P"|13.6|3.4|3.3
"LTEE82802Q"|13.6|3.4|3.3
