codice_utente|scuola|regione|nazionale
"AGEE00100T"|6.3|3.0|3.3
"AGEE00101V"|6.3|3.0|3.3
"AGEE001042"|6.3|3.0|3.3
"AGEE00200N"|2.7|3.0|3.3
"AGEE00206X"|2.7|3.0|3.3
"AGEE002082"|2.7|3.0|3.3
"AGEE002116"|2.7|3.0|3.3
"AGEE00300D"|5.3|3.0|3.3
"AGEE00302G"|5.3|3.0|3.3
"AGEE004009"|3.7|3.0|3.3
"AGEE00401A"|3.7|3.0|3.3
"AGEE00408N"|3.7|3.0|3.3
"AGEE005005"|2.3|3.0|3.3
"AGEE005016"|2.3|3.0|3.3
"AGEE005049"|2.3|3.0|3.3
"AGEE00509E"|2.3|3.0|3.3
"AGEE00800L"|4.8|3.0|3.3
"AGEE00801N"|4.8|3.0|3.3
"AGEE00803Q"|4.8|3.0|3.3
"AGEE00804R"|4.8|3.0|3.3
"AGEE008081"|4.8|3.0|3.3
"AGEE00900C"|5.6|3.0|3.3
"AGEE00901D"|5.6|3.0|3.3
"AGEE00903G"|5.6|3.0|3.3
"AGEE01000L"|3.8|3.0|3.3
"AGEE01001N"|3.8|3.0|3.3
"AGEE01003Q"|3.8|3.0|3.3
"AGEE01100C"|2.0|3.0|3.3
"AGEE01102E"|2.0|3.0|3.3
"AGEE01104L"|2.0|3.0|3.3
"AGEE01500Q"|2.9|3.0|3.3
"AGEE01504X"|2.9|3.0|3.3
"AGEE015051"|2.9|3.0|3.3
"AGEE015062"|2.9|3.0|3.3
"AGEE01600G"|9.3|3.0|3.3
"AGEE01601L"|9.3|3.0|3.3
"AGEE01604Q"|9.3|3.0|3.3
"AGEE019003"|0.0|3.0|3.3
"AGEE019014"|0.0|3.0|3.3
"AGEE019036"|0.0|3.0|3.3
"AGEE020007"|0.0|3.0|3.3
"AGEE02003A"|0.0|3.0|3.3
"AGEE02029G"|0.0|3.0|3.3
"AGEE021003"|0.0|3.0|3.3
"AGEE021014"|0.0|3.0|3.3
"AGEE021036"|0.0|3.0|3.3
"AGEE02200V"|3.3|3.0|3.3
"AGEE02201X"|3.3|3.0|3.3
"AGEE02400E"|1.8|3.0|3.3
"AGEE02405Q"|1.8|3.0|3.3
"AGEE02406R"|1.8|3.0|3.3
"AGEE02407T"|1.8|3.0|3.3
"AGEE02408V"|1.8|3.0|3.3
"AGEE026006"|2.5|3.0|3.3
"AGEE02604A"|2.5|3.0|3.3
"AGEE02605B"|2.5|3.0|3.3
"AGEE02800T"|4.0|3.0|3.3
"AGEE02801V"|4.0|3.0|3.3
"AGEE028086"|4.0|3.0|3.3
"AGEE02900N"|20.7|3.0|3.3
"AGEE02901P"|20.7|3.0|3.3
"AGEE02905V"|20.7|3.0|3.3
"AGEE03000T"|5.6|3.0|3.3
"AGEE03001V"|5.6|3.0|3.3
"AGEE03100N"|2.6|3.0|3.3
"AGEE03101P"|2.6|3.0|3.3
"AGEE03105V"|2.6|3.0|3.3
"AGEE034005"|3.4|3.0|3.3
"AGEE034016"|3.4|3.0|3.3
"AGEE03406B"|3.4|3.0|3.3
"AGEE03407C"|3.4|3.0|3.3
"AGEE035001"|0.0|3.0|3.3
"AGEE035012"|0.0|3.0|3.3
"AGEE039008"|0.0|3.0|3.3
"AGEE039019"|0.0|3.0|3.3
"AGEE03903B"|0.0|3.0|3.3
"AGEE041008"|7.0|3.0|3.3
"AGEE041019"|7.0|3.0|3.3
"AGEE04103B"|7.0|3.0|3.3
"AGEE042004"|11.6|3.0|3.3
"AGEE042015"|11.6|3.0|3.3
"AGEE042026"|11.6|3.0|3.3
"AGEE042037"|11.6|3.0|3.3
"AGEE042048"|11.6|3.0|3.3
"AGEE04300X"|2.2|3.0|3.3
"AGEE043011"|2.2|3.0|3.3
"AGEE043033"|2.2|3.0|3.3
"AGEE70901G"|0.0|3.0|3.3
"AGEE805015"|5.9|3.0|3.3
"AGEE805026"|5.9|3.0|3.3
"AGEE806011"|0.0|3.0|3.3
"AGEE806022"|0.0|3.0|3.3
"AGEE806033"|0.0|3.0|3.3
"AGEE80702T"|0.0|3.0|3.3
"AGEE80703V"|0.0|3.0|3.3
"AGEE80801L"|0.0|3.0|3.3
"AGEE80901C"|0.0|3.0|3.3
"AGEE81001L"|0.0|3.0|3.3
"AGEE81002N"|0.0|3.0|3.3
"AGEE812018"|4.2|3.0|3.3
"AGEE812029"|4.2|3.0|3.3
"AGEE813014"|0.0|3.0|3.3
"AGEE81401X"|0.0|3.0|3.3
"AGEE81501Q"|6.3|3.0|3.3
"AGEE81701B"|15.4|3.0|3.3
"AGEE818017"|4.3|3.0|3.3
"AGEE818028"|4.3|3.0|3.3
"AGEE819013"|0.0|3.0|3.3
"AGEE820017"|3.8|3.0|3.3
"AGEE820028"|3.8|3.0|3.3
"AGEE821013"|0.0|3.0|3.3
"AGEE82201V"|16.7|3.0|3.3
"AGEE82301P"|5.0|3.0|3.3
"AGEE82401E"|0.0|3.0|3.3
"AGEE82402G"|0.0|3.0|3.3
"AGEE82403L"|0.0|3.0|3.3
"AGEE826016"|6.5|3.0|3.3
"AGEE826027"|6.5|3.0|3.3
"AGEE826038"|6.5|3.0|3.3
"AGEE827012"|0.0|3.0|3.3
"AGEE82801T"|23.1|3.0|3.3
"AGEE82901N"|11.1|3.0|3.3
"AGEE83001T"|6.3|3.0|3.3
"AGEE83101N"|11.1|3.0|3.3
"AGEE83201D"|0.0|3.0|3.3
"AGEE83203G"|0.0|3.0|3.3
"AGEE833019"|0.0|3.0|3.3
"AGEE834015"|2.9|3.0|3.3
"AGEE835011"|0.0|3.0|3.3
"AGEE83601R"|0.0|3.0|3.3
"AGEE83701L"|0.0|3.0|3.3
"AGEE83802D"|4.8|3.0|3.3
"AGEE83803E"|4.8|3.0|3.3
"AGEE83804G"|4.8|3.0|3.3
"AGEE839018"|0.0|3.0|3.3
"AGEE84001C"|6.7|3.0|3.3
"AGEE841018"|3.4|3.0|3.3
"AGEE842014"|14.3|3.0|3.3
"AGEE84301X"|0.0|3.0|3.3
"AGEE84401Q"|0.0|3.0|3.3
"AGEE84501G"|0.0|3.0|3.3
"AGEE84601B"|0.0|3.0|3.3
"AGEE84704A"|0.0|3.0|3.3
"AGEE84705B"|0.0|3.0|3.3
"AGEE848013"|0.0|3.0|3.3
"AGEE84901V"|0.0|3.0|3.3
"AGEE850013"|0.0|3.0|3.3
"AGEE850024"|0.0|3.0|3.3
"AGEE85101V"|0.0|3.0|3.3
"AGEE85102X"|0.0|3.0|3.3
"AGEE85201P"|5.1|3.0|3.3
"AGEE85202Q"|5.1|3.0|3.3
"AGMM004008"|20.8|6.0|5.7
"AGMM01500P"|9.1|6.0|5.7
"AGMM03800B"|5.0|6.0|5.7
"AGMM054009"|3.8|6.0|5.7
"AGMM06700B"|2.7|6.0|5.7
"AGMM07200V"|4.3|6.0|5.7
"AGMM805014"|0.0|6.0|5.7
"AGMM805025"|0.0|6.0|5.7
"AGMM80601X"|20.0|6.0|5.7
"AGMM80701Q"|23.5|6.0|5.7
"AGMM80702R"|33.3|6.0|5.7
"AGMM80801G"|4.3|6.0|5.7
"AGMM80901B"|0.0|6.0|5.7
"AGMM81001G"|0.0|6.0|5.7
"AGMM81002L"||6.0|5.7
"AGMM812017"|0.0|6.0|5.7
"AGMM812028"|11.8|6.0|5.7
"AGMM813013"|0.0|6.0|5.7
"AGMM81401V"|7.1|6.0|5.7
"AGMM81501P"|0.0|6.0|5.7
"AGMM81701A"|23.8|6.0|5.7
"AGMM818016"|7.7|6.0|5.7
"AGMM819012"|0.0|6.0|5.7
"AGMM820016"|12.0|6.0|5.7
"AGMM821012"|0.0|6.0|5.7
"AGMM82201T"|8.1|6.0|5.7
"AGMM82301N"|12.8|6.0|5.7
"AGMM82302P"|0.0|6.0|5.7
"AGMM82401D"|0.0|6.0|5.7
"AGMM825019"|9.1|6.0|5.7
"AGMM826015"|0.0|6.0|5.7
"AGMM826026"|0.0|6.0|5.7
"AGMM826037"|0.0|6.0|5.7
"AGMM827011"|0.0|6.0|5.7
"AGMM82801R"|15.2|6.0|5.7
"AGMM82901L"|3.4|6.0|5.7
"AGMM83001R"|5.3|6.0|5.7
"AGMM83101L"|8.1|6.0|5.7
"AGMM83201C"|0.0|6.0|5.7
"AGMM833018"|2.5|6.0|5.7
"AGMM834014"|17.6|6.0|5.7
"AGMM83501X"|0.0|6.0|5.7
"AGMM83601Q"|4.2|6.0|5.7
"AGMM83701G"|3.1|6.0|5.7
"AGMM83702L"|0.0|6.0|5.7
"AGMM83801B"|9.1|6.0|5.7
"AGMM839017"|12.5|6.0|5.7
"AGMM84001B"|5.0|6.0|5.7
"AGMM841017"|18.2|6.0|5.7
"AGMM842013"|4.7|6.0|5.7
"AGMM842024"|0.0|6.0|5.7
"AGMM84301V"|5.0|6.0|5.7
"AGMM84401P"|11.4|6.0|5.7
"AGMM84501E"|5.4|6.0|5.7
"AGMM84601A"|6.7|6.0|5.7
"AGMM84602B"|0.0|6.0|5.7
"AGMM84603C"|9.1|6.0|5.7
"AGMM847016"|0.0|6.0|5.7
"AGMM848012"|0.0|6.0|5.7
"AGMM84901T"|11.1|6.0|5.7
"AGMM850012"|50.0|6.0|5.7
"AGMM85101T"|0.0|6.0|5.7
"AGMM85201N"|8.0|6.0|5.7
"AGPC001017"|3.4|4.3|4.5
"AGPC008012"|0.0|4.3|4.5
"AGPC010001"|5.0|4.3|4.5
"AGPC02000G"|0.0|4.3|4.5
"AGPC060002"|3.3|4.3|4.5
"AGPM002017"|0.0|4.3|4.5
"AGPM010005"|1.5|4.3|4.5
"AGPM02000Q"|5.3|4.3|4.5
"AGPM03000A"|6.1|4.3|4.5
"AGPM060006"|0.0|4.3|4.5
"AGPS00101A"|2.0|4.3|4.5
"AGPS002016"|0.0|4.3|4.5
"AGPS002027"|5.6|4.3|4.5
"AGPS008015"|0.0|4.3|4.5
"AGPS02000P"|7.3|4.3|4.5
"AGPS030009"|5.9|4.3|4.5
"AGPS05000E"|1.8|4.3|4.5
"AGPS060005"|1.8|4.3|4.5
"AGPS08000A"|0.0|4.3|4.5
"AGRA00301G"|0.0|4.3|4.5
"AGRC01000L"|6.6|4.3|4.5
"AGRC01001N"|0.0|4.3|4.5
"AGRC01005T"|2.8|4.3|4.5
"AGRC01601L"|10.0|4.3|4.5
"AGRC01602N"|0.0|4.3|4.5
"AGRH01201E"|4.3|4.3|4.5
"AGRH01301A"|2.0|4.3|4.5
"AGRH02000C"|2.0|4.3|4.5
"AGRH02001D"|0.0|4.3|4.5
"AGRI00601P"|0.0|4.3|4.5
"AGRI010009"|3.4|4.3|4.5
"AGRI011016"|2.1|4.3|4.5
"AGRI02000X"|2.8|4.3|4.5
"AGRI020011"|0.0|4.3|4.5
"AGRI040005"|2.7|4.3|4.5
"AGRI040016"|5.9|4.3|4.5
"AGRI040027"|6.5|4.3|4.5
"AGRI090006"|4.4|4.3|4.5
"AGRI090017"|4.8|4.3|4.5
"AGSD01000E"|4.1|4.3|4.5
"AGTA012016"|0.0|4.3|4.5
"AGTD00301T"|0.0|4.3|4.5
"AGTD00302V"|0.0|4.3|4.5
"AGTD006019"|9.1|4.3|4.5
"AGTD01301C"|18.2|4.3|4.5
"AGTD014018"|7.9|4.3|4.5
"AGTD01601X"|0.0|4.3|4.5
"AGTD02000E"|5.2|4.3|4.5
"AGTD030005"|4.7|4.3|4.5
"AGTD09000R"|0.0|4.3|4.5
"AGTD09001T"|11.8|4.3|4.5
"AGTL011017"|5.0|4.3|4.5
"AGTL01401P"|22.2|4.3|4.5
"ALEE00100C"|3.6|2.9|3.3
"ALEE00101D"|3.6|2.9|3.3
"ALEE00103G"|3.6|2.9|3.3
"ALEE00104L"|3.6|2.9|3.3
"ALEE00105N"|3.6|2.9|3.3
"ALEE003004"|0.0|2.9|3.3
"ALEE003015"|0.0|2.9|3.3
"ALEE003037"|0.0|2.9|3.3
"ALEE00400X"|0.0|2.9|3.3
"ALEE004011"|0.0|2.9|3.3
"ALEE004022"|0.0|2.9|3.3
"ALEE004033"|0.0|2.9|3.3
"ALEE004044"|0.0|2.9|3.3
"ALEE00700B"|6.3|2.9|3.3
"ALEE00701C"|6.3|2.9|3.3
"ALEE00702D"|6.3|2.9|3.3
"ALEE00705L"|6.3|2.9|3.3
"ALEE00709R"|6.3|2.9|3.3
"ALEE010007"|2.8|2.9|3.3
"ALEE010018"|2.8|2.9|3.3
"ALEE010029"|2.8|2.9|3.3
"ALEE011003"|0.0|2.9|3.3
"ALEE011014"|0.0|2.9|3.3
"ALEE011025"|0.0|2.9|3.3
"ALEE011036"|0.0|2.9|3.3
"ALEE01108B"|0.0|2.9|3.3
"ALEE01109C"|0.0|2.9|3.3
"ALEE01400E"|2.6|2.9|3.3
"ALEE01402L"|2.6|2.9|3.3
"ALEE01403N"|2.6|2.9|3.3
"ALEE016006"|2.3|2.9|3.3
"ALEE016017"|2.3|2.9|3.3
"ALEE016028"|2.3|2.9|3.3
"ALEE01604A"|2.3|2.9|3.3
"ALEE017002"|0.0|2.9|3.3
"ALEE017013"|0.0|2.9|3.3
"ALEE017024"|0.0|2.9|3.3
"ALEE017035"|0.0|2.9|3.3
"ALEE017068"|0.0|2.9|3.3
"ALEE017079"|0.0|2.9|3.3
"ALEE023009"|0.0|2.9|3.3
"ALEE02301A"|0.0|2.9|3.3
"ALEE02304D"|0.0|2.9|3.3
"ALEE024005"|0.0|2.9|3.3
"ALEE024016"|0.0|2.9|3.3
"ALEE024038"|0.0|2.9|3.3
"ALEE02405A"|0.0|2.9|3.3
"ALEE02408D"|0.0|2.9|3.3
"ALEE02409E"|0.0|2.9|3.3
"ALEE025001"|0.0|2.9|3.3
"ALEE025034"|0.0|2.9|3.3
"ALEE025045"|0.0|2.9|3.3
"ALEE02700L"|3.0|2.9|3.3
"ALEE02702P"|3.0|2.9|3.3
"ALEE02705T"|3.0|2.9|3.3
"ALEE02717B"|3.0|2.9|3.3
"ALEE02719D"|3.0|2.9|3.3
"ALEE02720G"|3.0|2.9|3.3
"ALEE03300X"|5.4|2.9|3.3
"ALEE033011"|5.4|2.9|3.3
"ALEE033033"|5.4|2.9|3.3
"ALEE033066"|5.4|2.9|3.3
"ALEE03400Q"|0.0|2.9|3.3
"ALEE034062"|0.0|2.9|3.3
"ALEE034073"|0.0|2.9|3.3
"ALEE034129"|0.0|2.9|3.3
"ALEE03500G"|2.9|2.9|3.3
"ALEE03501L"|2.9|2.9|3.3
"ALEE03502N"|2.9|2.9|3.3
"ALEE03600B"|0.0|2.9|3.3
"ALEE03601C"|0.0|2.9|3.3
"ALEE03603E"|0.0|2.9|3.3
"ALEE03606N"|0.0|2.9|3.3
"ALEE037007"|2.8|2.9|3.3
"ALEE037018"|2.8|2.9|3.3
"ALEE03703A"|2.8|2.9|3.3
"ALEE03704B"|2.8|2.9|3.3
"ALEE80501Q"|9.5|2.9|3.3
"ALEE80502R"|9.5|2.9|3.3
"ALEE80504V"|9.5|2.9|3.3
"ALEE80601G"|4.8|2.9|3.3
"ALEE80602L"|4.8|2.9|3.3
"ALEE80603N"|4.8|2.9|3.3
"ALEE80604P"|4.8|2.9|3.3
"ALEE80605Q"|4.8|2.9|3.3
"ALEE80606R"|4.8|2.9|3.3
"ALEE80607T"|4.8|2.9|3.3
"ALEE80608V"|4.8|2.9|3.3
"ALEE80609X"|4.8|2.9|3.3
"ALEE80701B"|0.0|2.9|3.3
"ALEE80702C"|0.0|2.9|3.3
"ALEE80703D"|0.0|2.9|3.3
"ALEE808017"|8.0|2.9|3.3
"ALEE808028"|8.0|2.9|3.3
"ALEE808039"|8.0|2.9|3.3
"ALEE80804A"|8.0|2.9|3.3
"ALEE809013"|6.5|2.9|3.3
"ALEE809024"|6.5|2.9|3.3
"ALEE809035"|6.5|2.9|3.3
"ALEE809046"|6.5|2.9|3.3
"ALEE810017"|0.0|2.9|3.3
"ALEE810028"|0.0|2.9|3.3
"ALEE810039"|0.0|2.9|3.3
"ALEE81004A"|0.0|2.9|3.3
"ALEE811013"|0.0|2.9|3.3
"ALEE811024"|0.0|2.9|3.3
"ALEE811035"|0.0|2.9|3.3
"ALEE811046"|0.0|2.9|3.3
"ALEE811057"|0.0|2.9|3.3
"ALEE81201V"|10.0|2.9|3.3
"ALEE81202X"|10.0|2.9|3.3
"ALEE812031"|10.0|2.9|3.3
"ALEE812042"|10.0|2.9|3.3
"ALEE812053"|10.0|2.9|3.3
"ALEE812064"|10.0|2.9|3.3
"ALEE81301P"|4.0|2.9|3.3
"ALEE81302Q"|4.0|2.9|3.3
"ALEE81402G"|4.5|2.9|3.3
"ALEE81403L"|4.5|2.9|3.3
"ALEE81404N"|4.5|2.9|3.3
"ALEE81405P"|4.5|2.9|3.3
"ALEE81501A"|9.3|2.9|3.3
"ALEE81502B"|9.3|2.9|3.3
"ALEE81503C"|9.3|2.9|3.3
"ALEE816016"|4.5|2.9|3.3
"ALEE816027"|4.5|2.9|3.3
"ALEE816038"|4.5|2.9|3.3
"ALEE816049"|4.5|2.9|3.3
"ALEE81605A"|4.5|2.9|3.3
"ALEE81606B"|4.5|2.9|3.3
"ALEE817012"|0.0|2.9|3.3
"ALEE817023"|0.0|2.9|3.3
"ALEE817034"|0.0|2.9|3.3
"ALEE817045"|0.0|2.9|3.3
"ALEE817056"|0.0|2.9|3.3
"ALEE81801T"|5.1|2.9|3.3
"ALEE81802V"|5.1|2.9|3.3
"ALEE81803X"|5.1|2.9|3.3
"ALEE818041"|5.1|2.9|3.3
"ALEE818052"|5.1|2.9|3.3
"ALEE818063"|5.1|2.9|3.3
"ALEE818074"|5.1|2.9|3.3
"ALEE81901N"|20.0|2.9|3.3
"ALEE82001T"|0.0|2.9|3.3
"ALEE82002V"|0.0|2.9|3.3
"ALEE82003X"|0.0|2.9|3.3
"ALEE820041"|0.0|2.9|3.3
"ALEE82101N"|0.0|2.9|3.3
"ALEE82102P"|0.0|2.9|3.3
"ALEE82201D"|7.4|2.9|3.3
"ALEE82202E"|7.4|2.9|3.3
"ALEE82203G"|7.4|2.9|3.3
"ALEE82204L"|7.4|2.9|3.3
"ALEE82205N"|7.4|2.9|3.3
"ALEE823019"|0.0|2.9|3.3
"ALEE82303B"|0.0|2.9|3.3
"ALEE82305D"|0.0|2.9|3.3
"ALEE82306E"|0.0|2.9|3.3
"ALEE82307G"|0.0|2.9|3.3
"ALEE82308L"|0.0|2.9|3.3
"ALEE824015"|4.2|2.9|3.3
"ALEE824026"|4.2|2.9|3.3
"ALEE825011"|0.0|2.9|3.3
"ALEE825022"|0.0|2.9|3.3
"ALMM081008"|9.6|4.8|5.7
"ALMM082004"|8.2|4.8|5.7
"ALMM08300X"|6.1|4.8|5.7
"ALMM083011"|25.0|4.8|5.7
"ALMM08400Q"|11.4|4.8|5.7
"ALMM08401R"|0.0|4.8|5.7
"ALMM08600B"|6.8|4.8|5.7
"ALMM08601C"|0.0|4.8|5.7
"ALMM08602D"|0.0|4.8|5.7
"ALMM087007"|7.7|4.8|5.7
"ALMM08900V"|8.3|4.8|5.7
"ALMM80501P"|0.0|4.8|5.7
"ALMM80502Q"|100.0|4.8|5.7
"ALMM80601E"|0.0|4.8|5.7
"ALMM80602G"|0.0|4.8|5.7
"ALMM80701A"|4.0|4.8|5.7
"ALMM80702B"|0.0|4.8|5.7
"ALMM808016"|10.0|4.8|5.7
"ALMM808027"|0.0|4.8|5.7
"ALMM809012"|6.7|4.8|5.7
"ALMM809023"|0.0|4.8|5.7
"ALMM810016"|0.0|4.8|5.7
"ALMM810027"|0.0|4.8|5.7
"ALMM811012"|0.0|4.8|5.7
"ALMM811023"|0.0|4.8|5.7
"ALMM81201T"|0.0|4.8|5.7
"ALMM81202V"|0.0|4.8|5.7
"ALMM812041"|0.0|4.8|5.7
"ALMM81301N"|0.0|4.8|5.7
"ALMM81401D"|0.0|4.8|5.7
"ALMM81402E"|14.3|4.8|5.7
"ALMM81403G"|0.0|4.8|5.7
"ALMM815019"|2.5|4.8|5.7
"ALMM816015"|0.0|4.8|5.7
"ALMM816026"|25.0|4.8|5.7
"ALMM816037"|0.0|4.8|5.7
"ALMM817011"|12.9|4.8|5.7
"ALMM81801R"|9.1|4.8|5.7
"ALMM81802T"|0.0|4.8|5.7
"ALMM81803V"|0.0|4.8|5.7
"ALMM81901L"|0.0|4.8|5.7
"ALMM82001R"|0.0|4.8|5.7
"ALMM82002T"|7.1|4.8|5.7
"ALMM82101L"|6.5|4.8|5.7
"ALMM82102N"|14.3|4.8|5.7
"ALMM82103P"|0.0|4.8|5.7
"ALMM82201C"|10.0|4.8|5.7
"ALMM82202D"|0.0|4.8|5.7
"ALMM823018"|50.0|4.8|5.7
"ALMM824014"|13.0|4.8|5.7
"ALMM824025"|0.0|4.8|5.7
"ALMM82501X"|0.0|4.8|5.7
"ALPC00901C"|9.8|3.5|4.5
"ALPC01601G"|0.0|3.5|4.5
"ALPM01601Q"|5.5|3.5|4.5
"ALPS001011"|2.6|3.5|4.5
"ALPS00401C"|7.4|3.5|4.5
"ALPS00701X"|0.0|3.5|4.5
"ALPS00901G"|10.0|3.5|4.5
"ALPS01000P"|3.8|3.5|4.5
"ALPS020009"|2.0|3.5|4.5
"ALPS050005"|5.2|3.5|4.5
"ALRC003015"|0.0|3.5|4.5
"ALRC00601L"|0.0|3.5|4.5
"ALRC008018"|6.7|3.5|4.5
"ALRC01301Q"|0.0|3.5|4.5
"ALRC017013"|6.5|3.5|4.5
"ALRI00301T"|0.0|3.5|4.5
"ALRI01000X"|0.0|3.5|4.5
"ALSD00101B"|10.0|3.5|4.5
"ALSD00401V"|7.7|3.5|4.5
"ALSL004019"|0.0|3.5|4.5
"ALTA01401C"|0.0|3.5|4.5
"ALTD00301C"|0.0|3.5|4.5
"ALTD004018"|0.0|3.5|4.5
"ALTD00601X"|6.7|3.5|4.5
"ALTD00701Q"|6.3|3.5|4.5
"ALTD00801G"|0.0|3.5|4.5
"ALTD013013"|5.4|3.5|4.5
"ALTD01701A"|0.0|3.5|4.5
"ALTF00301P"|0.0|3.5|4.5
"ALTF007012"|3.8|3.5|4.5
"ALTF00801T"|0.0|3.5|4.5
"ALTF01000R"|2.7|3.5|4.5
"ALTF014015"|1.2|3.5|4.5
"ALTF01701L"|4.5|3.5|4.5
"ALTL010001"|2.7|3.5|4.5
"ALTL010012"|0.0|3.5|4.5
"ALTN00301A"|0.0|3.5|4.5
"ALTN013011"|0.0|3.5|4.5
"ANEE80301P"|4.3|3.1|3.3
"ANEE80302Q"|4.3|3.1|3.3
"ANEE80304T"|4.3|3.1|3.3
"ANEE80401E"|5.1|3.1|3.3
"ANEE80402G"|5.1|3.1|3.3
"ANEE80403L"|5.1|3.1|3.3
"ANEE80501A"|5.3|3.1|3.3
"ANEE80502B"|5.3|3.1|3.3
"ANEE80503C"|5.3|3.1|3.3
"ANEE806016"|8.7|3.1|3.3
"ANEE806027"|8.7|3.1|3.3
"ANEE806038"|8.7|3.1|3.3
"ANEE806049"|8.7|3.1|3.3
"ANEE807012"|3.3|3.1|3.3
"ANEE80801T"|2.4|3.1|3.3
"ANEE80803X"|2.4|3.1|3.3
"ANEE808041"|2.4|3.1|3.3
"ANEE808052"|2.4|3.1|3.3
"ANEE808063"|2.4|3.1|3.3
"ANEE80901N"|5.3|3.1|3.3
"ANEE80902P"|5.3|3.1|3.3
"ANEE80904R"|5.3|3.1|3.3
"ANEE81001T"|3.2|3.1|3.3
"ANEE81002V"|3.2|3.1|3.3
"ANEE81003X"|3.2|3.1|3.3
"ANEE81101N"|5.9|3.1|3.3
"ANEE81102P"|5.9|3.1|3.3
"ANEE81103Q"|5.9|3.1|3.3
"ANEE81201D"|12.5|3.1|3.3
"ANEE81202E"|12.5|3.1|3.3
"ANEE813019"|7.4|3.1|3.3
"ANEE814015"|25.0|3.1|3.3
"ANEE814026"|25.0|3.1|3.3
"ANEE814037"|25.0|3.1|3.3
"ANEE815022"|0.0|3.1|3.3
"ANEE81601R"|8.3|3.1|3.3
"ANEE81602T"|8.3|3.1|3.3
"ANEE81701L"|2.3|3.1|3.3
"ANEE81702N"|2.3|3.1|3.3
"ANEE81703P"|2.3|3.1|3.3
"ANEE81704Q"|2.3|3.1|3.3
"ANEE81801C"|2.6|3.1|3.3
"ANEE81802D"|2.6|3.1|3.3
"ANEE81803E"|2.6|3.1|3.3
"ANEE819018"|0.0|3.1|3.3
"ANEE819029"|0.0|3.1|3.3
"ANEE82001C"|0.0|3.1|3.3
"ANEE82003E"|0.0|3.1|3.3
"ANEE82301X"|0.0|3.1|3.3
"ANEE823021"|0.0|3.1|3.3
"ANEE82402R"|4.5|3.1|3.3
"ANEE82403T"|4.5|3.1|3.3
"ANEE82501G"|7.1|3.1|3.3
"ANEE82502L"|7.1|3.1|3.3
"ANEE82504P"|7.1|3.1|3.3
"ANEE82601B"|0.0|3.1|3.3
"ANEE82602C"|0.0|3.1|3.3
"ANEE827017"|0.0|3.1|3.3
"ANEE828013"|2.4|3.1|3.3
"ANEE828024"|2.4|3.1|3.3
"ANEE82901V"|4.5|3.1|3.3
"ANEE82902X"|4.5|3.1|3.3
"ANEE829042"|4.5|3.1|3.3
"ANEE830013"|2.0|3.1|3.3
"ANEE830024"|2.0|3.1|3.3
"ANEE830035"|2.0|3.1|3.3
"ANEE830046"|2.0|3.1|3.3
"ANEE83101V"|0.0|3.1|3.3
"ANEE83102X"|0.0|3.1|3.3
"ANEE83201P"|6.8|3.1|3.3
"ANEE83202Q"|6.8|3.1|3.3
"ANEE83203R"|6.8|3.1|3.3
"ANEE83302G"|0.0|3.1|3.3
"ANEE83303L"|0.0|3.1|3.3
"ANEE83401A"|5.7|3.1|3.3
"ANEE83402B"|5.7|3.1|3.3
"ANEE83403C"|5.7|3.1|3.3
"ANEE835016"|14.8|3.1|3.3
"ANEE835027"|14.8|3.1|3.3
"ANEE836012"|10.7|3.1|3.3
"ANEE836023"|10.7|3.1|3.3
"ANEE836034"|10.7|3.1|3.3
"ANEE83701T"|5.3|3.1|3.3
"ANEE83702V"|5.3|3.1|3.3
"ANEE83703X"|5.3|3.1|3.3
"ANEE83801N"|4.5|3.1|3.3
"ANEE83802P"|4.5|3.1|3.3
"ANEE83901D"|6.5|3.1|3.3
"ANEE83902E"|6.5|3.1|3.3
"ANEE84001N"|2.9|3.1|3.3
"ANEE84002P"|2.9|3.1|3.3
"ANEE84101D"|0.0|3.1|3.3
"ANEE84102E"|0.0|3.1|3.3
"ANEE842019"|2.2|3.1|3.3
"ANEE84202A"|2.2|3.1|3.3
"ANEE84203B"|2.2|3.1|3.3
"ANEE84204C"|2.2|3.1|3.3
"ANEE843015"|4.3|3.1|3.3
"ANEE843026"|4.3|3.1|3.3
"ANEE843037"|4.3|3.1|3.3
"ANEE844011"|6.0|3.1|3.3
"ANEE844022"|6.0|3.1|3.3
"ANEE844033"|6.0|3.1|3.3
"ANEE844044"|6.0|3.1|3.3
"ANEE84501R"|0.0|3.1|3.3
"ANEE84502T"|0.0|3.1|3.3
"ANEE84503V"|0.0|3.1|3.3
"ANEE84602N"|0.0|3.1|3.3
"ANEE84603P"|0.0|3.1|3.3
"ANEE84701C"|4.1|3.1|3.3
"ANEE84702D"|4.1|3.1|3.3
"ANEE84703E"|4.1|3.1|3.3
"ANEE848018"|2.3|3.1|3.3
"ANEE848029"|2.3|3.1|3.3
"ANEE84803A"|2.3|3.1|3.3
"ANEE84804B"|2.3|3.1|3.3
"ANEE849014"|0.0|3.1|3.3
"ANEE849025"|0.0|3.1|3.3
"ANEE849036"|0.0|3.1|3.3
"ANEE850018"|2.4|3.1|3.3
"ANEE851014"|0.0|3.1|3.3
"ANEE851025"|0.0|3.1|3.3
"ANEE85201X"|0.0|3.1|3.3
"ANMM80301N"|0.0|5.6|5.7
