codice_utente|scuola|regione|nazionale
"AGEE00100T"|0|2.9|4.3
"AGEE00101V"|0|2.9|4.3
"AGEE001042"|0|2.9|4.3
"AGEE00200N"|0|2.9|4.3
"AGEE00206X"|0|2.9|4.3
"AGEE002082"|0|2.9|4.3
"AGEE002116"|0|2.9|4.3
"AGEE00300D"|2.6|2.9|4.3
"AGEE00302G"|2.6|2.9|4.3
"AGEE004009"|3.7|2.9|4.3
"AGEE00401A"|3.7|2.9|4.3
"AGEE00408N"|3.7|2.9|4.3
"AGEE005005"|2.3|2.9|4.3
"AGEE005016"|2.3|2.9|4.3
"AGEE005049"|2.3|2.9|4.3
"AGEE00509E"|2.3|2.9|4.3
"AGEE00800L"|2.4|2.9|4.3
"AGEE00801N"|2.4|2.9|4.3
"AGEE00803Q"|2.4|2.9|4.3
"AGEE00804R"|2.4|2.9|4.3
"AGEE008081"|2.4|2.9|4.3
"AGEE00900C"|5.6|2.9|4.3
"AGEE00901D"|5.6|2.9|4.3
"AGEE00903G"|5.6|2.9|4.3
"AGEE01000L"|0|2.9|4.3
"AGEE01001N"|0|2.9|4.3
"AGEE01003Q"|0|2.9|4.3
"AGEE01100C"|4.1|2.9|4.3
"AGEE01102E"|4.1|2.9|4.3
"AGEE01104L"|4.1|2.9|4.3
"AGEE01500Q"|2.9|2.9|4.3
"AGEE01504X"|2.9|2.9|4.3
"AGEE015051"|2.9|2.9|4.3
"AGEE015062"|2.9|2.9|4.3
"AGEE01600G"|5.6|2.9|4.3
"AGEE01601L"|5.6|2.9|4.3
"AGEE01604Q"|5.6|2.9|4.3
"AGEE019003"|9.4|2.9|4.3
"AGEE019014"|9.4|2.9|4.3
"AGEE019036"|9.4|2.9|4.3
"AGEE020007"|4.2|2.9|4.3
"AGEE02003A"|4.2|2.9|4.3
"AGEE02029G"|4.2|2.9|4.3
"AGEE021003"|5.1|2.9|4.3
"AGEE021014"|5.1|2.9|4.3
"AGEE021036"|5.1|2.9|4.3
"AGEE02200V"|0|2.9|4.3
"AGEE02201X"|0|2.9|4.3
"AGEE02400E"|1.8|2.9|4.3
"AGEE02405Q"|1.8|2.9|4.3
"AGEE02406R"|1.8|2.9|4.3
"AGEE02407T"|1.8|2.9|4.3
"AGEE02408V"|1.8|2.9|4.3
"AGEE026006"|2.5|2.9|4.3
"AGEE02604A"|2.5|2.9|4.3
"AGEE02605B"|2.5|2.9|4.3
"AGEE02800T"|6|2.9|4.3
"AGEE02801V"|6|2.9|4.3
"AGEE028086"|6|2.9|4.3
"AGEE02900N"|3.4|2.9|4.3
"AGEE02901P"|3.4|2.9|4.3
"AGEE02905V"|3.4|2.9|4.3
"AGEE03000T"|0|2.9|4.3
"AGEE03001V"|0|2.9|4.3
"AGEE03100N"|0|2.9|4.3
"AGEE03101P"|0|2.9|4.3
"AGEE03105V"|0|2.9|4.3
"AGEE034005"|8.6|2.9|4.3
"AGEE034016"|8.6|2.9|4.3
"AGEE03406B"|8.6|2.9|4.3
"AGEE03407C"|8.6|2.9|4.3
"AGEE035001"|3.3|2.9|4.3
"AGEE035012"|3.3|2.9|4.3
"AGEE039008"|0|2.9|4.3
"AGEE039019"|0|2.9|4.3
"AGEE03903B"|0|2.9|4.3
"AGEE041008"|2.3|2.9|4.3
"AGEE041019"|2.3|2.9|4.3
"AGEE04103B"|2.3|2.9|4.3
"AGEE042004"|0|2.9|4.3
"AGEE042015"|0|2.9|4.3
"AGEE042026"|0|2.9|4.3
"AGEE042037"|0|2.9|4.3
"AGEE042048"|0|2.9|4.3
"AGEE04300X"|4.4|2.9|4.3
"AGEE043011"|4.4|2.9|4.3
"AGEE043033"|4.4|2.9|4.3
"AGEE70901G"|0|2.9|4.3
"AGEE805015"|0|2.9|4.3
"AGEE805026"|0|2.9|4.3
"AGEE806011"|0|2.9|4.3
"AGEE806022"|0|2.9|4.3
"AGEE806033"|0|2.9|4.3
"AGEE80702T"|2.9|2.9|4.3
"AGEE80703V"|2.9|2.9|4.3
"AGEE80801L"|0|2.9|4.3
"AGEE80901C"|0|2.9|4.3
"AGEE81001L"|20|2.9|4.3
"AGEE81002N"|20|2.9|4.3
"AGEE812018"|8.3|2.9|4.3
"AGEE812029"|8.3|2.9|4.3
"AGEE813014"|0|2.9|4.3
"AGEE81401X"|5|2.9|4.3
"AGEE81501Q"|12.5|2.9|4.3
"AGEE81701B"|0|2.9|4.3
"AGEE818017"|0|2.9|4.3
"AGEE818028"|0|2.9|4.3
"AGEE819013"|0|2.9|4.3
"AGEE820017"|3.8|2.9|4.3
"AGEE820028"|3.8|2.9|4.3
"AGEE821013"|25|2.9|4.3
"AGEE82201V"|0|2.9|4.3
"AGEE82301P"|0|2.9|4.3
"AGEE82401E"|0|2.9|4.3
"AGEE82402G"|0|2.9|4.3
"AGEE82403L"|0|2.9|4.3
"AGEE826016"|0|2.9|4.3
"AGEE826027"|0|2.9|4.3
"AGEE826038"|0|2.9|4.3
"AGEE827012"|0|2.9|4.3
"AGEE82801T"|7.7|2.9|4.3
"AGEE82901N"|11.1|2.9|4.3
"AGEE83001T"|0|2.9|4.3
"AGEE83101N"|11.1|2.9|4.3
"AGEE83201D"|3.8|2.9|4.3
"AGEE83203G"|3.8|2.9|4.3
"AGEE833019"|5.9|2.9|4.3
"AGEE834015"|8.6|2.9|4.3
"AGEE835011"|0|2.9|4.3
"AGEE83601R"|0|2.9|4.3
"AGEE83701L"|0|2.9|4.3
"AGEE83802D"|0|2.9|4.3
"AGEE83803E"|0|2.9|4.3
"AGEE83804G"|0|2.9|4.3
"AGEE839018"|5.9|2.9|4.3
"AGEE84001C"|0|2.9|4.3
"AGEE841018"|3.4|2.9|4.3
"AGEE842014"|0|2.9|4.3
"AGEE84301X"|0|2.9|4.3
"AGEE84401Q"|0|2.9|4.3
"AGEE84501G"|0|2.9|4.3
"AGEE84601B"|0|2.9|4.3
"AGEE84704A"|0|2.9|4.3
"AGEE84705B"|0|2.9|4.3
"AGEE848013"|0|2.9|4.3
"AGEE84901V"|4|2.9|4.3
"AGEE850013"|0|2.9|4.3
"AGEE850024"|0|2.9|4.3
"AGEE85101V"|3.1|2.9|4.3
"AGEE85102X"|3.1|2.9|4.3
"AGEE85201P"|7.7|2.9|4.3
"AGEE85202Q"|7.7|2.9|4.3
"AGMM004008"|8.3|10.4|9
"AGMM01500P"|15.9|10.4|9
"AGMM03800B"|10|10.4|9
"AGMM054009"|7.7|10.4|9
"AGMM06700B"|5.4|10.4|9
"AGMM07200V"|10.1|10.4|9
"AGMM805014"|25|10.4|9
"AGMM805025"|33.3|10.4|9
"AGMM80601X"|6.7|10.4|9
"AGMM80701Q"|5.9|10.4|9
"AGMM80702R"|0|10.4|9
"AGMM80801G"|4.3|10.4|9
"AGMM80901B"|22.2|10.4|9
"AGMM81001G"|42.9|10.4|9
"AGMM81002L"||10.4|9
"AGMM812017"|14.3|10.4|9
"AGMM812028"|11.8|10.4|9
"AGMM813013"|0|10.4|9
"AGMM81401V"|14.3|10.4|9
"AGMM81501P"|7.7|10.4|9
"AGMM81701A"|14.3|10.4|9
"AGMM818016"|15.4|10.4|9
"AGMM819012"|15.4|10.4|9
"AGMM820016"|12|10.4|9
"AGMM821012"|0|10.4|9
"AGMM82201T"|8.1|10.4|9
"AGMM82301N"|12.8|10.4|9
"AGMM82302P"|0|10.4|9
"AGMM82401D"|3.7|10.4|9
"AGMM825019"|9.1|10.4|9
"AGMM826015"|12.5|10.4|9
"AGMM826026"|37.5|10.4|9
"AGMM826037"|40|10.4|9
"AGMM827011"|11.1|10.4|9
"AGMM82801R"|21.2|10.4|9
"AGMM82901L"|20.7|10.4|9
"AGMM83001R"|0|10.4|9
"AGMM83101L"|16.2|10.4|9
"AGMM83201C"|18.2|10.4|9
"AGMM833018"|10|10.4|9
"AGMM834014"|2.9|10.4|9
"AGMM83501X"|25|10.4|9
"AGMM83601Q"|16.7|10.4|9
"AGMM83701G"|21.9|10.4|9
"AGMM83702L"|25|10.4|9
"AGMM83801B"|13.6|10.4|9
"AGMM839017"|15|10.4|9
"AGMM84001B"|0|10.4|9
"AGMM841017"|9.1|10.4|9
"AGMM842013"|14|10.4|9
"AGMM842024"|0|10.4|9
"AGMM84301V"|15|10.4|9
"AGMM84401P"|2.9|10.4|9
"AGMM84501E"|10.8|10.4|9
"AGMM84601A"|3.3|10.4|9
"AGMM84602B"|25|10.4|9
"AGMM84603C"|27.3|10.4|9
"AGMM847016"|6.3|10.4|9
"AGMM848012"|6.7|10.4|9
"AGMM84901T"|16.7|10.4|9
"AGMM850012"|0|10.4|9
"AGMM85101T"|8.3|10.4|9
"AGMM85201N"|28|10.4|9
"AGPC001017"|3.4|4.6|5.3
"AGPC008012"|5.9|4.6|5.3
"AGPC010001"|1.7|4.6|5.3
"AGPC02000G"|1.9|4.6|5.3
"AGPC060002"|1.6|4.6|5.3
"AGPM002017"|0|4.6|5.3
"AGPM010005"|7.4|4.6|5.3
"AGPM02000Q"|0|4.6|5.3
"AGPM03000A"|6.1|4.6|5.3
"AGPM060006"|0|4.6|5.3
"AGPS00101A"|0|4.6|5.3
"AGPS002016"|0|4.6|5.3
"AGPS002027"|0|4.6|5.3
"AGPS008015"|16.7|4.6|5.3
"AGPS02000P"|1.2|4.6|5.3
"AGPS030009"|2.4|4.6|5.3
"AGPS05000E"|1.8|4.6|5.3
"AGPS060005"|5.4|4.6|5.3
"AGPS08000A"|14.3|4.6|5.3
"AGRA00301G"|18.2|4.6|5.3
"AGRC01000L"|1.6|4.6|5.3
"AGRC01001N"|10|4.6|5.3
"AGRC01005T"|8.3|4.6|5.3
"AGRC01601L"|0|4.6|5.3
"AGRC01602N"|6.9|4.6|5.3
"AGRH01201E"|7.1|4.6|5.3
"AGRH01301A"|4.1|4.6|5.3
"AGRH02000C"|2|4.6|5.3
"AGRH02001D"|100|4.6|5.3
"AGRI00601P"|18.2|4.6|5.3
"AGRI010009"|3.4|4.6|5.3
"AGRI011016"|4.2|4.6|5.3
"AGRI02000X"|2.8|4.6|5.3
"AGRI020011"|15.8|4.6|5.3
"AGRI040005"|5.4|4.6|5.3
"AGRI040016"|5.9|4.6|5.3
"AGRI040027"|9.7|4.6|5.3
"AGRI090006"|4.4|4.6|5.3
"AGRI090017"|9.5|4.6|5.3
"AGSD01000E"|0|4.6|5.3
"AGTA012016"|5.6|4.6|5.3
"AGTD00301T"|4.5|4.6|5.3
"AGTD00302V"|0|4.6|5.3
"AGTD006019"|4.5|4.6|5.3
"AGTD01301C"|9.1|4.6|5.3
"AGTD014018"|5.3|4.6|5.3
"AGTD01601X"|0|4.6|5.3
"AGTD02000E"|3.9|4.6|5.3
"AGTD030005"|2.3|4.6|5.3
"AGTD09000R"|7.5|4.6|5.3
"AGTD09001T"|0|4.6|5.3
"AGTL011017"|5|4.6|5.3
"AGTL01401P"|5.6|4.6|5.3
"ALEE00100C"|7.1|3.5|4.3
"ALEE00101D"|7.1|3.5|4.3
"ALEE00103G"|7.1|3.5|4.3
"ALEE00104L"|7.1|3.5|4.3
"ALEE00105N"|7.1|3.5|4.3
"ALEE003004"|0|3.5|4.3
"ALEE003015"|0|3.5|4.3
"ALEE003037"|0|3.5|4.3
"ALEE00400X"|4|3.5|4.3
"ALEE004011"|4|3.5|4.3
"ALEE004022"|4|3.5|4.3
"ALEE004033"|4|3.5|4.3
"ALEE004044"|4|3.5|4.3
"ALEE00700B"|6.3|3.5|4.3
"ALEE00701C"|6.3|3.5|4.3
"ALEE00702D"|6.3|3.5|4.3
"ALEE00705L"|6.3|3.5|4.3
"ALEE00709R"|6.3|3.5|4.3
"ALEE010007"|2.8|3.5|4.3
"ALEE010018"|2.8|3.5|4.3
"ALEE010029"|2.8|3.5|4.3
"ALEE011003"|0|3.5|4.3
"ALEE011014"|0|3.5|4.3
"ALEE011025"|0|3.5|4.3
"ALEE011036"|0|3.5|4.3
"ALEE01108B"|0|3.5|4.3
"ALEE01109C"|0|3.5|4.3
"ALEE01400E"|2.6|3.5|4.3
"ALEE01402L"|2.6|3.5|4.3
"ALEE01403N"|2.6|3.5|4.3
"ALEE016006"|2.3|3.5|4.3
"ALEE016017"|2.3|3.5|4.3
"ALEE016028"|2.3|3.5|4.3
"ALEE01604A"|2.3|3.5|4.3
"ALEE017002"|6.1|3.5|4.3
"ALEE017013"|6.1|3.5|4.3
"ALEE017024"|6.1|3.5|4.3
"ALEE017035"|6.1|3.5|4.3
"ALEE017068"|6.1|3.5|4.3
"ALEE017079"|6.1|3.5|4.3
"ALEE023009"|4.5|3.5|4.3
"ALEE02301A"|4.5|3.5|4.3
"ALEE02304D"|4.5|3.5|4.3
"ALEE024005"|5|3.5|4.3
"ALEE024016"|5|3.5|4.3
"ALEE024038"|5|3.5|4.3
"ALEE02405A"|5|3.5|4.3
"ALEE02408D"|5|3.5|4.3
"ALEE02409E"|5|3.5|4.3
"ALEE025001"|2.2|3.5|4.3
"ALEE025034"|2.2|3.5|4.3
"ALEE025045"|2.2|3.5|4.3
"ALEE02700L"|3|3.5|4.3
"ALEE02702P"|3|3.5|4.3
"ALEE02705T"|3|3.5|4.3
"ALEE02717B"|3|3.5|4.3
"ALEE02719D"|3|3.5|4.3
"ALEE02720G"|3|3.5|4.3
"ALEE03300X"|0|3.5|4.3
"ALEE033011"|0|3.5|4.3
"ALEE033033"|0|3.5|4.3
"ALEE033066"|0|3.5|4.3
"ALEE03400Q"|8.8|3.5|4.3
"ALEE034062"|8.8|3.5|4.3
"ALEE034073"|8.8|3.5|4.3
"ALEE034129"|8.8|3.5|4.3
"ALEE03500G"|2.9|3.5|4.3
"ALEE03501L"|2.9|3.5|4.3
"ALEE03502N"|2.9|3.5|4.3
"ALEE03600B"|2.4|3.5|4.3
"ALEE03601C"|2.4|3.5|4.3
"ALEE03603E"|2.4|3.5|4.3
"ALEE03606N"|2.4|3.5|4.3
"ALEE037007"|2.8|3.5|4.3
"ALEE037018"|2.8|3.5|4.3
"ALEE03703A"|2.8|3.5|4.3
"ALEE03704B"|2.8|3.5|4.3
"ALEE80501Q"|0|3.5|4.3
"ALEE80502R"|0|3.5|4.3
"ALEE80504V"|0|3.5|4.3
"ALEE80601G"|0|3.5|4.3
"ALEE80602L"|0|3.5|4.3
"ALEE80603N"|0|3.5|4.3
"ALEE80604P"|0|3.5|4.3
"ALEE80605Q"|0|3.5|4.3
"ALEE80606R"|0|3.5|4.3
"ALEE80607T"|0|3.5|4.3
"ALEE80608V"|0|3.5|4.3
"ALEE80609X"|0|3.5|4.3
"ALEE80701B"|2.4|3.5|4.3
"ALEE80702C"|2.4|3.5|4.3
"ALEE80703D"|2.4|3.5|4.3
"ALEE808017"|8|3.5|4.3
"ALEE808028"|8|3.5|4.3
"ALEE808039"|8|3.5|4.3
"ALEE80804A"|8|3.5|4.3
"ALEE809013"|0|3.5|4.3
"ALEE809024"|0|3.5|4.3
"ALEE809035"|0|3.5|4.3
"ALEE809046"|0|3.5|4.3
"ALEE810017"|5.3|3.5|4.3
"ALEE810028"|5.3|3.5|4.3
"ALEE810039"|5.3|3.5|4.3
"ALEE81004A"|5.3|3.5|4.3
"ALEE811013"|0|3.5|4.3
"ALEE811024"|0|3.5|4.3
"ALEE811035"|0|3.5|4.3
"ALEE811046"|0|3.5|4.3
"ALEE811057"|0|3.5|4.3
"ALEE81201V"|14|3.5|4.3
"ALEE81202X"|14|3.5|4.3
"ALEE812031"|14|3.5|4.3
"ALEE812042"|14|3.5|4.3
"ALEE812053"|14|3.5|4.3
"ALEE812064"|14|3.5|4.3
"ALEE81301P"|0|3.5|4.3
"ALEE81302Q"|0|3.5|4.3
"ALEE81402G"|0|3.5|4.3
"ALEE81403L"|0|3.5|4.3
"ALEE81404N"|0|3.5|4.3
"ALEE81405P"|0|3.5|4.3
"ALEE81501A"|11.6|3.5|4.3
"ALEE81502B"|11.6|3.5|4.3
"ALEE81503C"|11.6|3.5|4.3
"ALEE816016"|2.3|3.5|4.3
"ALEE816027"|2.3|3.5|4.3
"ALEE816038"|2.3|3.5|4.3
"ALEE816049"|2.3|3.5|4.3
"ALEE81605A"|2.3|3.5|4.3
"ALEE81606B"|2.3|3.5|4.3
"ALEE817012"|2.5|3.5|4.3
"ALEE817023"|2.5|3.5|4.3
"ALEE817034"|2.5|3.5|4.3
"ALEE817045"|2.5|3.5|4.3
"ALEE817056"|2.5|3.5|4.3
"ALEE81801T"|0|3.5|4.3
"ALEE81802V"|0|3.5|4.3
"ALEE81803X"|0|3.5|4.3
"ALEE818041"|0|3.5|4.3
"ALEE818052"|0|3.5|4.3
"ALEE818063"|0|3.5|4.3
"ALEE818074"|0|3.5|4.3
"ALEE81901N"|0|3.5|4.3
"ALEE82001T"|0|3.5|4.3
"ALEE82002V"|0|3.5|4.3
"ALEE82003X"|0|3.5|4.3
"ALEE820041"|0|3.5|4.3
"ALEE82101N"|2.9|3.5|4.3
"ALEE82102P"|2.9|3.5|4.3
"ALEE82201D"|0|3.5|4.3
"ALEE82202E"|0|3.5|4.3
"ALEE82203G"|0|3.5|4.3
"ALEE82204L"|0|3.5|4.3
"ALEE82205N"|0|3.5|4.3
"ALEE823019"|9.7|3.5|4.3
"ALEE82303B"|9.7|3.5|4.3
"ALEE82305D"|9.7|3.5|4.3
"ALEE82306E"|9.7|3.5|4.3
"ALEE82307G"|9.7|3.5|4.3
"ALEE82308L"|9.7|3.5|4.3
"ALEE824015"|4.2|3.5|4.3
"ALEE824026"|4.2|3.5|4.3
"ALEE825011"|2.1|3.5|4.3
"ALEE825022"|2.1|3.5|4.3
"ALMM081008"|11.5|7.6|9
"ALMM082004"|8.2|7.6|9
"ALMM08300X"|12.2|7.6|9
"ALMM083011"|0|7.6|9
"ALMM08400Q"|0|7.6|9
"ALMM08401R"|18.8|7.6|9
"ALMM08600B"|6.8|7.6|9
"ALMM08601C"|0|7.6|9
"ALMM08602D"|40|7.6|9
"ALMM087007"|7.7|7.6|9
"ALMM08900V"|8.3|7.6|9
"ALMM80501P"|0|7.6|9
"ALMM80502Q"|0|7.6|9
"ALMM80601E"|6.7|7.6|9
"ALMM80602G"|0|7.6|9
"ALMM80701A"|0|7.6|9
"ALMM80702B"|12.5|7.6|9
"ALMM808016"|0|7.6|9
"ALMM808027"|0|7.6|9
"ALMM809012"|6.7|7.6|9
"ALMM809023"|12.5|7.6|9
"ALMM810016"|0|7.6|9
"ALMM810027"|25|7.6|9
"ALMM811012"|0|7.6|9
"ALMM811023"|12.5|7.6|9
"ALMM81201T"|12.5|7.6|9
"ALMM81202V"|0|7.6|9
"ALMM812041"|50|7.6|9
"ALMM81301N"|18.8|7.6|9
"ALMM81401D"|0|7.6|9
"ALMM81402E"|0|7.6|9
"ALMM81403G"|33.3|7.6|9
"ALMM815019"|5|7.6|9
"ALMM816015"|11.1|7.6|9
"ALMM816026"|25|7.6|9
"ALMM816037"|60|7.6|9
"ALMM817011"|16.1|7.6|9
"ALMM81801R"|18.2|7.6|9
"ALMM81802T"|50|7.6|9
"ALMM81803V"|0|7.6|9
"ALMM81901L"|14.3|7.6|9
"ALMM82001R"|0|7.6|9
"ALMM82002T"|0|7.6|9
"ALMM82101L"|6.5|7.6|9
"ALMM82102N"|0|7.6|9
"ALMM82103P"|20|7.6|9
"ALMM82201C"|10|7.6|9
"ALMM82202D"|14.3|7.6|9
"ALMM823018"|0|7.6|9
"ALMM824014"|8.7|7.6|9
"ALMM824025"|23.1|7.6|9
"ALMM82501X"|0|7.6|9
"ALPC00901C"|7.8|4.4|5.3
"ALPC01601G"|4|4.4|5.3
"ALPM01601Q"|1.4|4.4|5.3
"ALPS001011"|0|4.4|5.3
"ALPS00401C"|3.7|4.4|5.3
"ALPS00701X"|0|4.4|5.3
"ALPS00901G"|10|4.4|5.3
"ALPS01000P"|0|4.4|5.3
"ALPS020009"|0|4.4|5.3
"ALPS050005"|3.4|4.4|5.3
"ALRC003015"|0|4.4|5.3
"ALRC00601L"|10|4.4|5.3
"ALRC008018"|0|4.4|5.3
"ALRC01301Q"|11.1|4.4|5.3
"ALRC017013"|12.9|4.4|5.3
"ALRI00301T"|9.1|4.4|5.3
"ALRI01000X"|5.6|4.4|5.3
"ALSD00101B"|0|4.4|5.3
"ALSD00401V"|0|4.4|5.3
"ALSL004019"|10|4.4|5.3
"ALTA01401C"|9.5|4.4|5.3
"ALTD00301C"|0|4.4|5.3
"ALTD004018"|7.1|4.4|5.3
"ALTD00601X"|3.3|4.4|5.3
"ALTD00701Q"|6.3|4.4|5.3
"ALTD00801G"|12.5|4.4|5.3
"ALTD013013"|5.4|4.4|5.3
"ALTD01701A"|0|4.4|5.3
"ALTF00301P"|3|4.4|5.3
"ALTF007012"|7.7|4.4|5.3
"ALTF00801T"|4.8|4.4|5.3
"ALTF01000R"|1.4|4.4|5.3
"ALTF014015"|2.4|4.4|5.3
"ALTF01701L"|9.1|4.4|5.3
"ALTL010001"|0|4.4|5.3
"ALTL010012"|0|4.4|5.3
"ALTN00301A"|0|4.4|5.3
"ALTN013011"|100|4.4|5.3
"ANEE80301P"|6.4|4.1|4.3
"ANEE80302Q"|6.4|4.1|4.3
"ANEE80304T"|6.4|4.1|4.3
"ANEE80401E"|0|4.1|4.3
"ANEE80402G"|0|4.1|4.3
"ANEE80403L"|0|4.1|4.3
"ANEE80501A"|5.3|4.1|4.3
"ANEE80502B"|5.3|4.1|4.3
"ANEE80503C"|5.3|4.1|4.3
"ANEE806016"|4.3|4.1|4.3
"ANEE806027"|4.3|4.1|4.3
"ANEE806038"|4.3|4.1|4.3
"ANEE806049"|4.3|4.1|4.3
"ANEE807012"|0|4.1|4.3
"ANEE80801T"|0|4.1|4.3
"ANEE80803X"|0|4.1|4.3
"ANEE808041"|0|4.1|4.3
"ANEE808052"|0|4.1|4.3
"ANEE808063"|0|4.1|4.3
"ANEE80901N"|0|4.1|4.3
"ANEE80902P"|0|4.1|4.3
"ANEE80904R"|0|4.1|4.3
"ANEE81001T"|3.2|4.1|4.3
"ANEE81002V"|3.2|4.1|4.3
"ANEE81003X"|3.2|4.1|4.3
"ANEE81101N"|2.9|4.1|4.3
"ANEE81102P"|2.9|4.1|4.3
"ANEE81103Q"|2.9|4.1|4.3
"ANEE81201D"|0|4.1|4.3
"ANEE81202E"|0|4.1|4.3
"ANEE813019"|0|4.1|4.3
"ANEE814015"|0|4.1|4.3
"ANEE814026"|0|4.1|4.3
"ANEE814037"|0|4.1|4.3
"ANEE815022"|20|4.1|4.3
"ANEE81601R"|12.5|4.1|4.3
"ANEE81602T"|12.5|4.1|4.3
"ANEE81701L"|2.3|4.1|4.3
"ANEE81702N"|2.3|4.1|4.3
"ANEE81703P"|2.3|4.1|4.3
"ANEE81704Q"|2.3|4.1|4.3
"ANEE81801C"|10.3|4.1|4.3
"ANEE81802D"|10.3|4.1|4.3
"ANEE81803E"|10.3|4.1|4.3
"ANEE819018"|2.3|4.1|4.3
"ANEE819029"|2.3|4.1|4.3
"ANEE82001C"|2.2|4.1|4.3
"ANEE82003E"|2.2|4.1|4.3
"ANEE82301X"|4.9|4.1|4.3
"ANEE823021"|4.9|4.1|4.3
"ANEE82402R"|9.1|4.1|4.3
"ANEE82403T"|9.1|4.1|4.3
"ANEE82501G"|2.4|4.1|4.3
"ANEE82502L"|2.4|4.1|4.3
"ANEE82504P"|2.4|4.1|4.3
"ANEE82601B"|5.7|4.1|4.3
"ANEE82602C"|5.7|4.1|4.3
"ANEE827017"|5.9|4.1|4.3
"ANEE828013"|4.9|4.1|4.3
"ANEE828024"|4.9|4.1|4.3
"ANEE82901V"|6.8|4.1|4.3
"ANEE82902X"|6.8|4.1|4.3
"ANEE829042"|6.8|4.1|4.3
"ANEE830013"|5.9|4.1|4.3
"ANEE830024"|5.9|4.1|4.3
"ANEE830035"|5.9|4.1|4.3
"ANEE830046"|5.9|4.1|4.3
"ANEE83101V"|5.1|4.1|4.3
"ANEE83102X"|5.1|4.1|4.3
"ANEE83201P"|4.5|4.1|4.3
"ANEE83202Q"|4.5|4.1|4.3
"ANEE83203R"|4.5|4.1|4.3
"ANEE83302G"|4|4.1|4.3
"ANEE83303L"|4|4.1|4.3
"ANEE83401A"|0|4.1|4.3
"ANEE83402B"|0|4.1|4.3
"ANEE83403C"|0|4.1|4.3
"ANEE835016"|7.4|4.1|4.3
"ANEE835027"|7.4|4.1|4.3
"ANEE836012"|7.1|4.1|4.3
"ANEE836023"|7.1|4.1|4.3
"ANEE836034"|7.1|4.1|4.3
"ANEE83701T"|7.9|4.1|4.3
"ANEE83702V"|7.9|4.1|4.3
"ANEE83703X"|7.9|4.1|4.3
"ANEE83801N"|4.5|4.1|4.3
"ANEE83802P"|4.5|4.1|4.3
"ANEE83901D"|6.5|4.1|4.3
"ANEE83902E"|6.5|4.1|4.3
"ANEE84001N"|5.9|4.1|4.3
"ANEE84002P"|5.9|4.1|4.3
"ANEE84101D"|6.7|4.1|4.3
"ANEE84102E"|6.7|4.1|4.3
"ANEE842019"|15.6|4.1|4.3
"ANEE84202A"|15.6|4.1|4.3
"ANEE84203B"|15.6|4.1|4.3
"ANEE84204C"|15.6|4.1|4.3
"ANEE843015"|10.9|4.1|4.3
"ANEE843026"|10.9|4.1|4.3
"ANEE843037"|10.9|4.1|4.3
"ANEE844011"|4|4.1|4.3
"ANEE844022"|4|4.1|4.3
"ANEE844033"|4|4.1|4.3
"ANEE844044"|4|4.1|4.3
"ANEE84501R"|2.7|4.1|4.3
"ANEE84502T"|2.7|4.1|4.3
"ANEE84503V"|2.7|4.1|4.3
"ANEE84602N"|6.9|4.1|4.3
"ANEE84603P"|6.9|4.1|4.3
"ANEE84701C"|6.1|4.1|4.3
"ANEE84702D"|6.1|4.1|4.3
"ANEE84703E"|6.1|4.1|4.3
"ANEE848018"|4.5|4.1|4.3
"ANEE848029"|4.5|4.1|4.3
"ANEE84803A"|4.5|4.1|4.3
"ANEE84804B"|4.5|4.1|4.3
"ANEE849014"|0|4.1|4.3
"ANEE849025"|0|4.1|4.3
"ANEE849036"|0|4.1|4.3
"ANEE850018"|4.9|4.1|4.3
"ANEE851014"|6.5|4.1|4.3
"ANEE851025"|6.5|4.1|4.3
"ANEE85201X"|22.2|4.1|4.3
"ANMM80301N"|28.6|8|9
"ANMM80302P"|0|8|9
"ANMM80303Q"|0|8|9
"ANMM80401D"|25|8|9
"ANMM80402E"|8.3|8|9
"ANMM805019"|7.7|8|9
"ANMM806015"|18.2|8|9
"ANMM806026"|0|8|9
"ANMM807011"|5.6|8|9
"ANMM80801R"|28.6|8|9
"ANMM80802T"|0|8|9
"ANMM80803V"|14.3|8|9
"ANMM80901L"|16.7|8|9
"ANMM80902N"|0|8|9
"ANMM81001R"|7.7|8|9
"ANMM81101L"|0|8|9
"ANMM81201C"|19.2|8|9
"ANMM81202D"|0|8|9
"ANMM813018"|15|8|9
"ANMM814014"|0|8|9
"ANMM81501X"|25|8|9
"ANMM81601Q"|0|8|9
"ANMM81701G"|3.8|8|9
"ANMM81801B"|12.5|8|9
"ANMM819017"|5.6|8|9
"ANMM82001B"|4.2|8|9
"ANMM82301V"|15.8|8|9
"ANMM82401P"|23.1|8|9
"ANMM82501E"|0|8|9
"ANMM82601A"|4.2|8|9
"ANMM827016"|40|8|9
"ANMM828012"|3.8|8|9
"ANMM82901T"|5.3|8|9
"ANMM82902V"|18.8|8|9
"ANMM830012"|0|8|9
"ANMM830023"|5.3|8|9
"ANMM83101T"|3.7|8|9
"ANMM83201N"|3.6|8|9
"ANMM83301D"|0|8|9
"ANMM834019"|0|8|9
"ANMM83402A"|16.7|8|9
"ANMM83403B"|7.7|8|9
"ANMM835015"|0|8|9
"ANMM835026"|33.3|8|9
"ANMM836011"|23.1|8|9
"ANMM83701R"|0|8|9
"ANMM83702T"|16.7|8|9
"ANMM83801L"|0|8|9
