codice_utente|scuola|regione|nazionale
"NAEE142002"|0|5.4|4.3
"NAEE142013"|0|5.4|4.3
"NAEE142079"|0|5.4|4.3
"NAEE14208A"|0|5.4|4.3
"NAEE14300T"|8|5.4|4.3
"NAEE14301V"|8|5.4|4.3
"NAEE14302X"|8|5.4|4.3
"NAEE14400N"|4.8|5.4|4.3
"NAEE14401P"|4.8|5.4|4.3
"NAEE14403R"|4.8|5.4|4.3
"NAEE14500D"|6.7|5.4|4.3
"NAEE14501E"|6.7|5.4|4.3
"NAEE14503L"|6.7|5.4|4.3
"NAEE146009"|3.9|5.4|4.3
"NAEE14601A"|3.9|5.4|4.3
"NAEE14604D"|3.9|5.4|4.3
"NAEE147005"|0|5.4|4.3
"NAEE147016"|0|5.4|4.3
"NAEE147038"|0|5.4|4.3
"NAEE147403"|0|5.4|4.3
"NAEE147414"|0|5.4|4.3
"NAEE148001"|5.6|5.4|4.3
"NAEE148012"|5.6|5.4|4.3
"NAEE14900R"|0|5.4|4.3
"NAEE14901T"|0|5.4|4.3
"NAEE149052"|0|5.4|4.3
"NAEE149074"|0|5.4|4.3
"NAEE149096"|0|5.4|4.3
"NAEE150001"|4.7|5.4|4.3
"NAEE150012"|4.7|5.4|4.3
"NAEE150023"|4.7|5.4|4.3
"NAEE150034"|4.7|5.4|4.3
"NAEE15009A"|4.7|5.4|4.3
"NAEE15100R"|4.1|5.4|4.3
"NAEE15101T"|4.1|5.4|4.3
"NAEE15102V"|4.1|5.4|4.3
"NAEE15200L"|2.6|5.4|4.3
"NAEE15201N"|2.6|5.4|4.3
"NAEE15206V"|2.6|5.4|4.3
"NAEE15300C"|2.1|5.4|4.3
"NAEE15301D"|2.1|5.4|4.3
"NAEE15302E"|2.1|5.4|4.3
"NAEE15303G"|2.1|5.4|4.3
"NAEE154008"|5.8|5.4|4.3
"NAEE154019"|5.8|5.4|4.3
"NAEE15402A"|5.8|5.4|4.3
"NAEE15404C"|5.8|5.4|4.3
"NAEE15405D"|5.8|5.4|4.3
"NAEE155004"|5.9|5.4|4.3
"NAEE155015"|5.9|5.4|4.3
"NAEE15507B"|5.9|5.4|4.3
"NAEE15700Q"|2.8|5.4|4.3
"NAEE15701R"|2.8|5.4|4.3
"NAEE15800G"|0|5.4|4.3
"NAEE15801L"|0|5.4|4.3
"NAEE15803P"|0|5.4|4.3
"NAEE15808X"|0|5.4|4.3
"NAEE15900B"|3.3|5.4|4.3
"NAEE15901C"|3.3|5.4|4.3
"NAEE15902D"|3.3|5.4|4.3
"NAEE15903E"|3.3|5.4|4.3
"NAEE15904G"|3.3|5.4|4.3
"NAEE15905L"|3.3|5.4|4.3
"NAEE16000G"|8.2|5.4|4.3
"NAEE16001L"|8.2|5.4|4.3
"NAEE16002N"|8.2|5.4|4.3
"NAEE16003P"|8.2|5.4|4.3
"NAEE16100B"|7.3|5.4|4.3
"NAEE16101C"|7.3|5.4|4.3
"NAEE16102D"|7.3|5.4|4.3
"NAEE162007"|6.8|5.4|4.3
"NAEE162018"|6.8|5.4|4.3
"NAEE16206D"|6.8|5.4|4.3
"NAEE16212R"|6.8|5.4|4.3
"NAEE163003"|2.9|5.4|4.3
"NAEE163014"|2.9|5.4|4.3
"NAEE16400V"|0|5.4|4.3
"NAEE16401X"|0|5.4|4.3
"NAEE16600E"|7.8|5.4|4.3
"NAEE16601G"|7.8|5.4|4.3
"NAEE16602L"|7.8|5.4|4.3
"NAEE16604P"|7.8|5.4|4.3
"NAEE16605Q"|7.8|5.4|4.3
"NAEE16700A"|7|5.4|4.3
"NAEE16701B"|7|5.4|4.3
"NAEE16702C"|7|5.4|4.3
"NAEE168006"|3.5|5.4|4.3
"NAEE16807D"|3.5|5.4|4.3
"NAEE16808E"|3.5|5.4|4.3
"NAEE169002"|8.5|5.4|4.3
"NAEE169013"|8.5|5.4|4.3
"NAEE169024"|8.5|5.4|4.3
"NAEE169035"|8.5|5.4|4.3
"NAEE169046"|8.5|5.4|4.3
"NAEE170006"|0|5.4|4.3
"NAEE170017"|0|5.4|4.3
"NAEE170028"|0|5.4|4.3
"NAEE170039"|0|5.4|4.3
"NAEE17006C"|0|5.4|4.3
"NAEE17008E"|0|5.4|4.3
"NAEE17200T"|0|5.4|4.3
"NAEE172053"|0|5.4|4.3
"NAEE172075"|0|5.4|4.3
"NAEE17300N"|1.5|5.4|4.3
"NAEE17301P"|1.5|5.4|4.3
"NAEE173071"|1.5|5.4|4.3
"NAEE17400D"|7|5.4|4.3
"NAEE17401E"|7|5.4|4.3
"NAEE17403L"|7|5.4|4.3
"NAEE17404N"|7|5.4|4.3
"NAEE175009"|4.4|5.4|4.3
"NAEE17501A"|4.4|5.4|4.3
"NAEE17503C"|4.4|5.4|4.3
"NAEE176005"|15.2|5.4|4.3
"NAEE176016"|15.2|5.4|4.3
"NAEE176038"|15.2|5.4|4.3
"NAEE177001"|1.9|5.4|4.3
"NAEE177012"|1.9|5.4|4.3
"NAEE177023"|1.9|5.4|4.3
"NAEE177034"|1.9|5.4|4.3
"NAEE17800R"|3.5|5.4|4.3
"NAEE17803X"|3.5|5.4|4.3
"NAEE178041"|3.5|5.4|4.3
"NAEE178052"|3.5|5.4|4.3
"NAEE178074"|3.5|5.4|4.3
"NAEE178085"|3.5|5.4|4.3
"NAEE18100L"|0|5.4|4.3
"NAEE18101N"|0|5.4|4.3
"NAEE18200C"|5.9|5.4|4.3
"NAEE18203G"|5.9|5.4|4.3
"NAEE183008"|0|5.4|4.3
"NAEE183019"|0|5.4|4.3
"NAEE18302A"|0|5.4|4.3
"NAEE18303B"|0|5.4|4.3
"NAEE18306E"|0|5.4|4.3
"NAEE184004"|5.9|5.4|4.3
"NAEE184015"|5.9|5.4|4.3
"NAEE18500X"|0|5.4|4.3
"NAEE185011"|0|5.4|4.3
"NAEE185022"|0|5.4|4.3
"NAEE185033"|0|5.4|4.3
"NAEE18600Q"|6.8|5.4|4.3
"NAEE18601R"|6.8|5.4|4.3
"NAEE18604X"|6.8|5.4|4.3
"NAEE186051"|6.8|5.4|4.3
"NAEE18700G"|5.1|5.4|4.3
"NAEE18701L"|5.1|5.4|4.3
"NAEE18702N"|5.1|5.4|4.3
"NAEE18703P"|5.1|5.4|4.3
"NAEE18705R"|5.1|5.4|4.3
"NAEE18707V"|5.1|5.4|4.3
"NAEE18708X"|5.1|5.4|4.3
"NAEE187103"|5.1|5.4|4.3
"NAEE18800B"|10.4|5.4|4.3
"NAEE18801C"|10.4|5.4|4.3
"NAEE18802D"|10.4|5.4|4.3
"NAEE18803E"|10.4|5.4|4.3
"NAEE18804G"|10.4|5.4|4.3
"NAEE189007"|0|5.4|4.3
"NAEE18905C"|0|5.4|4.3
"NAEE191007"|4.1|5.4|4.3
"NAEE191018"|4.1|5.4|4.3
"NAEE19103A"|4.1|5.4|4.3
"NAEE192003"|4.9|5.4|4.3
"NAEE192014"|4.9|5.4|4.3
"NAEE19300V"|5.9|5.4|4.3
"NAEE19301X"|5.9|5.4|4.3
"NAEE193032"|5.9|5.4|4.3
"NAEE19400P"|8.5|5.4|4.3
"NAEE19402R"|8.5|5.4|4.3
"NAEE198002"|5.6|5.4|4.3
"NAEE198013"|5.6|5.4|4.3
"NAEE198035"|5.6|5.4|4.3
"NAEE19813L"|5.6|5.4|4.3
"NAEE20000R"|0|5.4|4.3
"NAEE20001T"|0|5.4|4.3
"NAEE20100L"|5.9|5.4|4.3
"NAEE20101N"|5.9|5.4|4.3
"NAEE20200C"|0|5.4|4.3
"NAEE20201D"|0|5.4|4.3
"NAEE20203G"|0|5.4|4.3
"NAEE203008"|0|5.4|4.3
"NAEE203019"|0|5.4|4.3
"NAEE204004"|5.8|5.4|4.3
"NAEE204015"|5.8|5.4|4.3
"NAEE204026"|5.8|5.4|4.3
"NAEE204037"|5.8|5.4|4.3
"NAEE204048"|5.8|5.4|4.3
"NAEE20600Q"|2|5.4|4.3
"NAEE206073"|2|5.4|4.3
"NAEE20700G"|6.3|5.4|4.3
"NAEE20701L"|6.3|5.4|4.3
"NAEE209007"|2.9|5.4|4.3
"NAEE20903A"|2.9|5.4|4.3
"NAEE20906D"|2.9|5.4|4.3
"NAEE20930N"|2.9|5.4|4.3
"NAEE21000B"|0|5.4|4.3
"NAEE21001C"|0|5.4|4.3
"NAEE21002D"|0|5.4|4.3
"NAEE211007"|1.8|5.4|4.3
"NAEE211018"|1.8|5.4|4.3
"NAEE211029"|1.8|5.4|4.3
"NAEE21105C"|1.8|5.4|4.3
"NAEE212003"|11.9|5.4|4.3
"NAEE212014"|11.9|5.4|4.3
"NAEE212025"|11.9|5.4|4.3
"NAEE21300V"|8.2|5.4|4.3
"NAEE21301X"|8.2|5.4|4.3
"NAEE213021"|8.2|5.4|4.3
"NAEE21400P"|1.9|5.4|4.3
"NAEE21401Q"|1.9|5.4|4.3
"NAEE21402R"|1.9|5.4|4.3
"NAEE21403T"|1.9|5.4|4.3
"NAEE21404V"|1.9|5.4|4.3
"NAEE21500E"|8.7|5.4|4.3
"NAEE21504P"|8.7|5.4|4.3
"NAEE21507T"|8.7|5.4|4.3
"NAEE217006"|6.1|5.4|4.3
"NAEE217017"|6.1|5.4|4.3
"NAEE218002"|0|5.4|4.3
"NAEE218013"|0|5.4|4.3
"NAEE218024"|0|5.4|4.3
"NAEE218046"|0|5.4|4.3
"NAEE21900T"|1.6|5.4|4.3
"NAEE21901V"|1.6|5.4|4.3
"NAEE21902X"|1.6|5.4|4.3
"NAEE219031"|1.6|5.4|4.3
"NAEE220002"|2.9|5.4|4.3
"NAEE220013"|2.9|5.4|4.3
"NAEE220024"|2.9|5.4|4.3
"NAEE220035"|2.9|5.4|4.3
"NAEE220046"|2.9|5.4|4.3
"NAEE220057"|2.9|5.4|4.3
"NAEE220068"|2.9|5.4|4.3
"NAEE220079"|2.9|5.4|4.3
"NAEE22200N"|2.1|5.4|4.3
"NAEE22202Q"|2.1|5.4|4.3
"NAEE22206X"|2.1|5.4|4.3
"NAEE22300D"|3.5|5.4|4.3
"NAEE22301E"|3.5|5.4|4.3
"NAEE22302G"|3.5|5.4|4.3
"NAEE22305P"|3.5|5.4|4.3
"NAEE224009"|0|5.4|4.3
"NAEE22401A"|0|5.4|4.3
"NAEE22403C"|0|5.4|4.3
"NAEE22406G"|0|5.4|4.3
"NAEE225005"|1.7|5.4|4.3
"NAEE225016"|1.7|5.4|4.3
"NAEE225027"|1.7|5.4|4.3
"NAEE225038"|1.7|5.4|4.3
"NAEE226001"|0|5.4|4.3
"NAEE226034"|0|5.4|4.3
"NAEE226045"|0|5.4|4.3
"NAEE22800L"|1.3|5.4|4.3
"NAEE22802P"|1.3|5.4|4.3
"NAEE22803Q"|1.3|5.4|4.3
"NAEE22804R"|1.3|5.4|4.3
"NAEE23000L"|0|5.4|4.3
"NAEE23001N"|0|5.4|4.3
"NAEE23100C"|4.4|5.4|4.3
"NAEE23101D"|4.4|5.4|4.3
"NAEE23102E"|4.4|5.4|4.3
"NAEE23103G"|4.4|5.4|4.3
"NAEE23600G"|3.4|5.4|4.3
"NAEE23601L"|3.4|5.4|4.3
"NAEE23602N"|3.4|5.4|4.3
"NAEE238007"|2.4|5.4|4.3
"NAEE238018"|2.4|5.4|4.3
"NAEE238029"|2.4|5.4|4.3
"NAEE241003"|1.8|5.4|4.3
"NAEE241036"|1.8|5.4|4.3
"NAEE241047"|1.8|5.4|4.3
"NAEE24200V"|0|5.4|4.3
"NAEE24201X"|0|5.4|4.3
"NAEE24400E"|6.1|5.4|4.3
"NAEE24401G"|6.1|5.4|4.3
"NAEE24404P"|6.1|5.4|4.3
"NAEE246006"|2.9|5.4|4.3
"NAEE246017"|2.9|5.4|4.3
"NAEE246039"|2.9|5.4|4.3
"NAEE247002"|0|5.4|4.3
"NAEE247013"|0|5.4|4.3
"NAEE247046"|0|5.4|4.3
"NAEE24800T"|5.9|5.4|4.3
"NAEE24801V"|5.9|5.4|4.3
"NAEE24802X"|5.9|5.4|4.3
"NAEE248064"|5.9|5.4|4.3
"NAEE248075"|5.9|5.4|4.3
"NAEE24900N"|1.5|5.4|4.3
"NAEE24901P"|1.5|5.4|4.3
"NAEE24902Q"|1.5|5.4|4.3
"NAEE31200X"|6.9|5.4|4.3
"NAEE312022"|6.9|5.4|4.3
"NAEE31900P"|2.1|5.4|4.3
"NAEE31901Q"|2.1|5.4|4.3
"NAEE32000V"|2|5.4|4.3
"NAEE32001X"|2|5.4|4.3
"NAEE32300A"|6.9|5.4|4.3
"NAEE32302C"|6.9|5.4|4.3
"NAEE32304E"|6.9|5.4|4.3
"NAEE325002"|0|5.4|4.3
"NAEE325013"|0|5.4|4.3
"NAEE32600T"|7.1|5.4|4.3
"NAEE32601V"|7.1|5.4|4.3
"NAEE32700N"|0|5.4|4.3
"NAEE32701P"|0|5.4|4.3
"NAEE32702Q"|0|5.4|4.3
"NAEE32703R"|0|5.4|4.3
"NAEE32704T"|0|5.4|4.3
"NAEE32800D"|0|5.4|4.3
"NAEE32801E"|0|5.4|4.3
"NAEE32802G"|0|5.4|4.3
"NAEE32804N"|0|5.4|4.3
"NAEE329009"|3.1|5.4|4.3
"NAEE32901A"|3.1|5.4|4.3
"NAEE32903C"|3.1|5.4|4.3
"NAEE33000D"|2.6|5.4|4.3
"NAEE33002G"|2.6|5.4|4.3
"NAEE33003L"|2.6|5.4|4.3
"NAEE33004N"|2.6|5.4|4.3
"NAEE332005"|8|5.4|4.3
"NAEE332016"|8|5.4|4.3
"NAEE333001"|3.1|5.4|4.3
"NAEE333266"|3.1|5.4|4.3
"NAEE33500L"|2.7|5.4|4.3
"NAEE33501N"|2.7|5.4|4.3
"NAEE33502P"|2.7|5.4|4.3
"NAEE33504R"|2.7|5.4|4.3
"NAEE338004"|4.9|5.4|4.3
"NAEE338015"|4.9|5.4|4.3
"NAEE338026"|4.9|5.4|4.3
"NAEE340004"|9.7|5.4|4.3
"NAEE340015"|9.7|5.4|4.3
"NAEE34100X"|1.7|5.4|4.3
"NAEE341011"|1.7|5.4|4.3
"NAEE34300G"|3.4|5.4|4.3
"NAEE34301L"|3.4|5.4|4.3
"NAEE34302N"|3.4|5.4|4.3
"NAEE34400B"|10.2|5.4|4.3
"NAEE34401C"|10.2|5.4|4.3
"NAEE34402D"|10.2|5.4|4.3
"NAEE345007"|2.3|5.4|4.3
"NAEE345018"|2.3|5.4|4.3
"NAEE345029"|2.3|5.4|4.3
"NAEE34503A"|2.3|5.4|4.3
"NAEE34504B"|2.3|5.4|4.3
"NAEE346003"|0|5.4|4.3
"NAEE346014"|0|5.4|4.3
"NAEE34700V"|2.3|5.4|4.3
"NAEE347021"|2.3|5.4|4.3
"NAEE34800P"|0|5.4|4.3
"NAEE34801Q"|0|5.4|4.3
"NAEE34900E"|11.1|5.4|4.3
"NAEE34901G"|11.1|5.4|4.3
"NAEE34902L"|11.1|5.4|4.3
"NAEE34903N"|11.1|5.4|4.3
"NAEE35000P"|0|5.4|4.3
"NAEE35001Q"|0|5.4|4.3
"NAEE35002R"|0|5.4|4.3
"NAEE35003T"|0|5.4|4.3
"NAEE35100E"|4.2|5.4|4.3
"NAEE35101G"|4.2|5.4|4.3
"NAEE35102L"|4.2|5.4|4.3
"NAEE35103N"|4.2|5.4|4.3
"NAEE35200A"|0|5.4|4.3
"NAEE35201B"|0|5.4|4.3
"NAEE35203D"|0|5.4|4.3
"NAEE35205G"|0|5.4|4.3
"NAEE353006"|0|5.4|4.3
"NAEE353017"|0|5.4|4.3
"NAEE353028"|0|5.4|4.3
"NAEE353028"|0|5.4|4.3
"NAEE35500T"|0|5.4|4.3
"NAEE35501V"|0|5.4|4.3
"NAEE35502X"|0|5.4|4.3
"NAEE360009"|0|5.4|4.3
"NAEE36001A"|0|5.4|4.3
"NAEE36002B"|0|5.4|4.3
"NAEE361005"|6.5|5.4|4.3
"NAEE361016"|6.5|5.4|4.3
"NAEE362001"|10|5.4|4.3
"NAEE362012"|10|5.4|4.3
"NAEE701012"|50|5.4|4.3
"NAEE71601Q"|0|5.4|4.3
"NAEE730012"|0|5.4|4.3
"NAEE74401X"|0|5.4|4.3
"NAEE80201P"|4.8|5.4|4.3
"NAEE80301E"|0|5.4|4.3
"NAEE80701T"|13.5|5.4|4.3
"NAEE80801N"|0|5.4|4.3
"NAEE80802P"|0|5.4|4.3
"NAEE80901D"|7.1|5.4|4.3
"NAEE81001N"|0|5.4|4.3
"NAEE81002P"|0|5.4|4.3
"NAEE81003Q"|0|5.4|4.3
"NAEE81101D"|9.4|5.4|4.3
"NAEE81102E"|9.4|5.4|4.3
"NAEE812019"|2.3|5.4|4.3
"NAEE81202A"|2.3|5.4|4.3
"NAEE81203B"|2.3|5.4|4.3
"NAEE813015"|4|5.4|4.3
"NAEE813026"|4|5.4|4.3
"NAEE813037"|4|5.4|4.3
"NAEE813048"|4|5.4|4.3
"NAEE814011"|3.9|5.4|4.3
"NAEE814022"|3.9|5.4|4.3
"NAEE814044"|3.9|5.4|4.3
"NAEE814055"|3.9|5.4|4.3
"NAEE81501R"|3.4|5.4|4.3
"NAEE81601L"|25|5.4|4.3
"NAEE81701C"|28.6|5.4|4.3
"NAEE818018"|18.2|5.4|4.3
"NAEE819014"|8.3|5.4|4.3
"NAEE819025"|8.3|5.4|4.3
"NAEE819036"|8.3|5.4|4.3
"NAEE820018"|3.4|5.4|4.3
"NAEE821014"|0|5.4|4.3
"NAEE82201X"|26.9|5.4|4.3
"NAEE822021"|26.9|5.4|4.3
"NAEE82301Q"|5.3|5.4|4.3
"NAEE82401G"|7.7|5.4|4.3
"NAEE82501B"|3.3|5.4|4.3
"NAEE826017"|2.9|5.4|4.3
"NAEE826028"|2.9|5.4|4.3
"NAEE827013"|0|5.4|4.3
"NAEE82801V"|3.7|5.4|4.3
"NAEE82901P"|12.5|5.4|4.3
"NAEE83001V"|7.7|5.4|4.3
"NAEE83002X"|7.7|5.4|4.3
"NAEE830031"|7.7|5.4|4.3
"NAEE83101P"|0|5.4|4.3
"NAEE83201E"|11.8|5.4|4.3
"NAEE83301A"|2.3|5.4|4.3
"NAEE83302B"|2.3|5.4|4.3
"NAEE834016"|0|5.4|4.3
"NAEE835012"|14.3|5.4|4.3
"NAEE83601T"|11.1|5.4|4.3
"NAEE83701N"|0|5.4|4.3
"NAEE83801D"|0|5.4|4.3
"NAEE83802E"|0|5.4|4.3
"NAEE83803G"|0|5.4|4.3
"NAEE839019"|0|5.4|4.3
"NAEE84001D"|13.3|5.4|4.3
"NAEE841019"|11.1|5.4|4.3
"NAEE842015"|0|5.4|4.3
"NAEE843011"|5.6|5.4|4.3
"NAEE84401R"|11.8|5.4|4.3
"NAEE84501L"|16.7|5.4|4.3
"NAEE84601C"|3.1|5.4|4.3
"NAEE847018"|10.5|5.4|4.3
"NAEE848014"|13.3|5.4|4.3
"NAEE84901X"|5.3|5.4|4.3
"NAEE849021"|5.3|5.4|4.3
"NAEE850014"|0|5.4|4.3
"NAEE85101X"|3.8|5.4|4.3
"NAEE851021"|3.8|5.4|4.3
"NAEE85201Q"|4.7|5.4|4.3
"NAEE85202R"|4.7|5.4|4.3
"NAEE85301G"|4|5.4|4.3
"NAEE85302L"|4|5.4|4.3
"NAEE85401B"|28.6|5.4|4.3
"NAEE855017"|2.7|5.4|4.3
"NAEE856013"|0|5.4|4.3
"NAEE85701V"|9.5|5.4|4.3
"NAEE85801P"|2.7|5.4|4.3
"NAEE85802Q"|2.7|5.4|4.3
"NAEE85901E"|3.1|5.4|4.3
"NAEE85902G"|3.1|5.4|4.3
"NAEE86001P"|0|5.4|4.3
"NAEE86101E"|4.8|5.4|4.3
"NAEE86102G"|4.8|5.4|4.3
"NAEE86201A"|11.1|5.4|4.3
"NAEE863016"|6.9|5.4|4.3
"NAEE864012"|0|5.4|4.3
"NAEE864023"|0|5.4|4.3
"NAEE864034"|0|5.4|4.3
"NAEE86501T"|12.5|5.4|4.3
"NAEE86502V"|12.5|5.4|4.3
"NAEE86601N"|5.9|5.4|4.3
"NAEE86602P"|5.9|5.4|4.3
"NAEE86603Q"|5.9|5.4|4.3
"NAEE86701D"|3.8|5.4|4.3
"NAEE868019"|0|5.4|4.3
"NAEE869015"|0|5.4|4.3
"NAEE870019"|4.3|5.4|4.3
"NAEE87002A"|4.3|5.4|4.3
"NAEE871015"|0|5.4|4.3
"NAEE871026"|0|5.4|4.3
"NAEE872011"|3.2|5.4|4.3
"NAEE872022"|3.2|5.4|4.3
"NAEE872044"|3.2|5.4|4.3
"NAEE87301R"|2.7|5.4|4.3
"NAEE87302T"|2.7|5.4|4.3
"NAEE87303V"|2.7|5.4|4.3
"NAEE87401L"|6.7|5.4|4.3
"NAEE87501C"|3.3|5.4|4.3
"NAEE876018"|14.3|5.4|4.3
"NAEE877014"|8.7|5.4|4.3
"NAEE877025"|8.7|5.4|4.3
"NAEE87801X"|7.7|5.4|4.3
"NAEE87901Q"|14.3|5.4|4.3
"NAEE87902R"|14.3|5.4|4.3
"NAEE88001X"|0|5.4|4.3
"NAEE88101Q"|1.8|5.4|4.3
"NAEE88102R"|1.8|5.4|4.3
"NAEE88201G"|5|5.4|4.3
"NAEE88202L"|5|5.4|4.3
"NAEE88301B"|12.5|5.4|4.3
"NAEE884017"|0|5.4|4.3
"NAEE885013"|10|5.4|4.3
"NAEE885024"|10|5.4|4.3
"NAEE88601V"|6.9|5.4|4.3
"NAEE88701P"|0|5.4|4.3
"NAEE88801E"|0|5.4|4.3
"NAEE88901A"|0|5.4|4.3
"NAEE89001E"|13.3|5.4|4.3
"NAEE89101A"|5.3|5.4|4.3
"NAEE89102B"|5.3|5.4|4.3
"NAEE892016"|7.7|5.4|4.3
"NAEE893023"|11.1|5.4|4.3
"NAEE89601D"|0|5.4|4.3
"NAEE897019"|0|5.4|4.3
"NAEE898015"|2.9|5.4|4.3
"NAEE899011"|5|5.4|4.3
"NAEE8A001N"|11.8|5.4|4.3
"NAEE8A101D"|7.1|5.4|4.3
"NAEE8A2019"|0|5.4|4.3
"NAEE8A202A"|0|5.4|4.3
"NAEE8A3015"|7.1|5.4|4.3
"NAEE8A4011"|5|5.4|4.3
"NAEE8A501R"|9.3|5.4|4.3
"NAEE8A502T"|9.3|5.4|4.3
"NAEE8A601L"|3.7|5.4|4.3
"NAEE8A701C"|2.9|5.4|4.3
"NAEE8A8018"|3.4|5.4|4.3
"NAEE8A8029"|3.4|5.4|4.3
"NAEE8A803A"|3.4|5.4|4.3
"NAEE8AA01D"|0|5.4|4.3
"NAEE8AB019"|5.6|5.4|4.3
"NAEE8AB02A"|5.6|5.4|4.3
"NAEE8AC015"|23.5|5.4|4.3
"NAEE8AC037"|23.5|5.4|4.3
"NAEE8AD011"|4|5.4|4.3
"NAEE8AE01R"|0|5.4|4.3
"NAEE8AF01L"|8|5.4|4.3
"NAEE8AG01C"|4.2|5.4|4.3
"NAEE8AG02D"|4.2|5.4|4.3
"NAEE8AH018"|0|5.4|4.3
"NAEE8AJ014"|0|5.4|4.3
"NAEE8AJ02E"|0|5.4|4.3
"NAEE8AK02P"|0|5.4|4.3
"NAEE8AK03Q"|0|5.4|4.3
"NAEE8AL02E"|2.5|5.4|4.3
"NAEE8AL03G"|2.5|5.4|4.3
"NAEE8AM019"|0|5.4|4.3
"NAEE8AM022"|0|5.4|4.3
"NAEE8AN015"|3.8|5.4|4.3
"NAEE8AP02D"|4|5.4|4.3
"NAEE8AP03E"|4|5.4|4.3
"NAEE8AP04G"|4|5.4|4.3
"NAEE8AQ01R"|0|5.4|4.3
"NAEE8AR01L"|16.7|5.4|4.3
"NAEE8AR02N"|16.7|5.4|4.3
"NAEE8AR03P"|16.7|5.4|4.3
"NAEE8AS01C"|8.3|5.4|4.3
"NAEE8AS02D"|8.3|5.4|4.3
"NAEE8AU014"|3.6|5.4|4.3
"NAEE8AW01D"|10|5.4|4.3
"NAEE8AX019"|5.6|5.4|4.3
"NAEE8AY026"|0|5.4|4.3
"NAEE8AY037"|0|5.4|4.3
"NAEE8BA014"|3.7|5.4|4.3
"NAEE8BA025"|3.7|5.4|4.3
"NAEE8BB01X"|0|5.4|4.3
"NAEE8BC01Q"|7.7|5.4|4.3
"NAEE8BD01G"|9.1|5.4|4.3
"NAEE8BD02L"|9.1|5.4|4.3
"NAEE8BD03N"|9.1|5.4|4.3
"NAEE8BD04P"|9.1|5.4|4.3
"NAEE8BE01B"|7.1|5.4|4.3
"NAEE8BE02C"|7.1|5.4|4.3
"NAEE8BF017"|3.2|5.4|4.3
"NAEE8BG013"|0|5.4|4.3
"NAEE8BH01V"|0|5.4|4.3
"NAEE8BJ014"|4.8|5.4|4.3
"NAEE8BJ025"|4.8|5.4|4.3
"NAEE8BJ036"|4.8|5.4|4.3
"NAEE8BK01X"|8.3|5.4|4.3
"NAEE8BL01Q"|6.7|5.4|4.3
"NAEE8BM01G"|3.3|5.4|4.3
"NAEE8BM02L"|3.3|5.4|4.3
"NAEE8BN01B"|0|5.4|4.3
"NAEE8BN02C"|0|5.4|4.3
"NAEE8BN03D"|0|5.4|4.3
"NAEE8BP013"|7.1|5.4|4.3
"NAEE8BP024"|7.1|5.4|4.3
"NAMM00100T"|27.6|9.4|9
"NAMM00200N"|9.8|9.4|9
"NAMM005005"|3.3|9.4|9
"NAMM013004"|11.3|9.4|9
"NAMM03100N"|14.6|9.4|9
"NAMM035001"|7.7|9.4|9
"NAMM039008"|8.9|9.4|9
"NAMM04300X"|12.5|9.4|9
"NAMM04900V"|0|9.4|9
"NAMM05300E"|21.7|9.4|9
"NAMM05700T"|14|9.4|9
"NAMM06600L"|11.1|9.4|9
"NAMM07800V"|2|9.4|9
"NAMM08300A"|2.4|9.4|9
"NAMM08301B"||9.4|9
"NAMM08600T"|11.5|9.4|9
"NAMM08700N"|4.1|9.4|9
"NAMM089009"|7.7|9.4|9
"NAMM097008"|9.8|9.4|9
"NAMM098004"|18.5|9.4|9
"NAMM10100P"|0|9.4|9
"NAMM10101Q"|0|9.4|9
"NAMM11000D"|30.6|9.4|9
"NAMM11400R"|5.6|9.4|9
"NAMM15100Q"|16.2|9.4|9
"NAMM15200G"|14.7|9.4|9
"NAMM15300B"|11.4|9.4|9
"NAMM15800E"|14|9.4|9
"NAMM15900A"|4.2|9.4|9
"NAMM16000E"|13.6|9.4|9
"NAMM16100A"|8.3|9.4|9
"NAMM162006"|0|9.4|9
"NAMM171001"|3.2|9.4|9
"NAMM17200R"|13.2|9.4|9
"NAMM189006"|3.4|9.4|9
"NAMM19300T"|0|9.4|9
"NAMM20100G"|5.9|9.4|9
"NAMM20200B"|13.5|9.4|9
"NAMM218001"|5.6|9.4|9
"NAMM24200T"|25|9.4|9
"NAMM24300N"|22.2|9.4|9
"NAMM24400D"|7.6|9.4|9
"NAMM245009"|3.4|9.4|9
"NAMM246005"|3.7|9.4|9
"NAMM254004"|0|9.4|9
"NAMM26500E"|5|9.4|9
"NAMM27100T"|5.4|9.4|9
"NAMM27900C"|5.9|9.4|9
"NAMM27901D"|14.3|9.4|9
"NAMM283004"|2|9.4|9
"NAMM28400X"|14.3|9.4|9
"NAMM28500Q"|3.3|9.4|9
"NAMM290007"|7.1|9.4|9
"NAMM29400E"|4.1|9.4|9
"NAMM29500A"|10.8|9.4|9
"NAMM296006"|5.5|9.4|9
"NAMM297002"|3.9|9.4|9
"NAMM30100C"|6.1|9.4|9
"NAMM30500Q"|2|9.4|9
"NAMM31400E"|6.3|9.4|9
"NAMM32000T"|8.5|9.4|9
"NAMM32100N"|3.7|9.4|9
"NAMM33000C"|6|9.4|9
"NAMM332004"|7.3|9.4|9
"NAMM34100V"|3.2|9.4|9
"NAMM35100D"|5.8|9.4|9
"NAMM352009"|0|9.4|9
"NAMM37200E"|8.7|9.4|9
"NAMM388004"|13.5|9.4|9
