cod_scuola|anno_corso|entrate|uscite
"FGSL029017"|5|0|0
"FGTA01101E"|1|0|2.6
"FGTA01101E"|2|0|0
"FGTA01101E"|3|0|3.4
"FGTA01101E"|4|0|0
"FGTA01101E"|5|0|0
"FGTA01201A"|1|3.2|25.8
"FGTA01201A"|2|4.8|14.3
"FGTA01201A"|3|0|11.1
"FGTA01201A"|4|0|0
"FGTA01201A"|5|0|0
"FGTD00101A"|1|0|0
"FGTD00101A"|2|0|0
"FGTD00101A"|3|0|0
"FGTD00101A"|4|0|0
"FGTD00101A"|5|0|0
"FGTD003012"|1|0|11.1
"FGTD003012"|2|0|10
"FGTD003012"|3|0|4.5
"FGTD003012"|4|0|17.4
"FGTD003012"|5|0|11.1
"FGTD00351B"|5||
"FGTD00401T"|1|0|0
"FGTD00401T"|2|0|0
"FGTD00401T"|3|0|0
"FGTD00401T"|4|0|0
"FGTD00401T"|5|0|0
"FGTD010004"|1|8.5|10.4
"FGTD010004"|2|5.3|8.7
"FGTD010004"|3|2|4.6
"FGTD010004"|4|4|4
"FGTD010004"|5|2.7|1.8
"FGTD01050D"|5||
"FGTD01301L"|1|6.4|2.6
"FGTD01301L"|2|6.5|12.9
"FGTD01301L"|3|0|1.6
"FGTD01301L"|4|0|0
"FGTD01301L"|5|0|0
"FGTD01402D"|1|0|0
"FGTD01402D"|2|0|0
"FGTD01402D"|3|0|0
"FGTD01402D"|4|0|0
"FGTD01402D"|5|0|0
"FGTD02000P"|1|0|.5
"FGTD02000P"|2|0|.9
"FGTD02000P"|3|0|2.3
"FGTD02000P"|4|0|2.1
"FGTD02000P"|5|0|0
"FGTD02101G"|1|0|0
"FGTD02101G"|2|0|0
"FGTD02101G"|3|0|0
"FGTD02101G"|4|0|0
"FGTD02101G"|5|0|0
"FGTD02202C"|1|0|0
"FGTD02202C"|2|0|0
"FGTD02202C"|3|0|0
"FGTD02202C"|4|0|0
"FGTD02202C"|5|0|0
"FGTD02203D"|1|0|0
"FGTD02203D"|2|0|0
"FGTD02203D"|3|0|0
"FGTD02203D"|4|0|0
"FGTD02203D"|5|0|0
"FGTD023017"|1|2.7|0
"FGTD023017"|2|0|2.8
"FGTD023017"|3|0|1.1
"FGTD023017"|4|0|0
"FGTD023017"|5|0|0
"FGTD03401N"|5||
"FGTD034513"|5||
"FGTD04000X"|1|0|.5
"FGTD04000X"|2|0|0
"FGTD04000X"|3|0|.6
"FGTD04000X"|4|0|0
"FGTD04000X"|5|0|0
"FGTD05000E"|1|0|0
"FGTD05000E"|2|0|0
"FGTD05000E"|3|0|0
"FGTD05000E"|4|0|0
"FGTD05000E"|5|0|0
"FGTD05001G"|1|0|0
"FGTD05001G"|2|0|0
"FGTD05001G"|3|0|0
"FGTD05001G"|4|0|0
"FGTD05001G"|5|0|0
"FGTD05002L"|1|0|0
"FGTD05002L"|2|0|0
"FGTD05002L"|3|0|0
"FGTD05002L"|4|0|0
"FGTD05002L"|5||
"FGTD060005"|1|0|2.9
"FGTD060005"|2|0|2.2
"FGTD060005"|3|0|.7
"FGTD060005"|4|0|4
"FGTD060005"|5|0|0
"FGTD08000A"|1|.5|5.4
"FGTD08000A"|2|1.2|7.3
"FGTD08000A"|3|0|7.5
"FGTD08000A"|4|0|3.6
"FGTD08000A"|5|0|7.4
"FGTD200007"|1|0|2.1
"FGTD200007"|2|0|1.8
"FGTD200007"|3|0|0
"FGTD200007"|4|0|0
"FGTD200007"|5|0|2.9
"FGTE034015"|1|0|.8
"FGTE034015"|2|0|0
"FGTE034015"|3|0|4
"FGTE034015"|4|0|.7
"FGTE034015"|5|0|.9
"FGTF00101L"|1|0|0
"FGTF00101L"|2||
"FGTF00101L"|3|0|0
"FGTF00101L"|4|0|0
"FGTF00101L"|5|0|0
"FGTF01000A"|1|3|9
"FGTF01000A"|2|1|7.9
"FGTF01000A"|3|0|10
"FGTF01000A"|4|0|0
"FGTF01000A"|5|0|0
"FGTF01601A"|1|0|17.7
"FGTF01601A"|2|0|6.8
"FGTF01601A"|3|0|0
"FGTF01601A"|4|0|0
"FGTF01601A"|5|0|0
"FGTF017016"|1|0|0
"FGTF017016"|2|6.3|6.3
"FGTF017016"|3|0|0
"FGTF017016"|4|0|0
"FGTF017016"|5|0|0
"FGTF01751G"|5||
"FGTF020001"|1|0|7.4
"FGTF020001"|2|0|5.4
"FGTF020001"|3|0|6.7
"FGTF020001"|4|0|2.7
"FGTF020001"|5|0|1.5
"FGTF02801L"|1|2.5|1.5
"FGTF02801L"|2|2.4|1
"FGTF02801L"|3|2.2|1.6
"FGTF02801L"|4|.6|1.1
"FGTF02801L"|5|.6|.6
"FGTF028512"|5||
"FGTF03000G"|1|1.1|3.2
"FGTF03000G"|2|0|4.7
"FGTF03000G"|3|0|3
"FGTF03000G"|4|0|8.2
"FGTF03000G"|5|0|0
"FGTF030512"|5||
"FGTH01701N"|1|0|0
"FGTH01701N"|2|1.4|1.4
"FGTH01701N"|3|0|0
"FGTH01701N"|4|6.1|6.1
"FGTH01701N"|5|0|0
"FGTL01000E"|1|4.9|8.8
"FGTL01000E"|2|2.2|8.9
"FGTL01000E"|3|1.6|4
"FGTL01000E"|4|2.3|4.5
"FGTL01000E"|5|0|0
"FGTL01001G"|5||
"FGTL01101B"|1|0|0
"FGTL01101B"|2|0|0
"FGTL01101B"|3|0|0
"FGTL01101B"|4|0|11.8
"FGTL01101B"|5|0|15.4
"FGTL012017"|1|5.2|19
"FGTL012017"|2|6.4|6.4
"FGTL012017"|3|5|12.5
"FGTL012017"|4|0|5.4
"FGTL012017"|5|0|0
"FGTL019012"|1|0|0
"FGTL019012"|2|0|0
"FGTL019012"|3|0|7.1
"FGTL019012"|4|0|2.2
"FGTL019012"|5|0|0
"FGTN00401Q"|1|0|0
"FGTN00401Q"|2|0|0
"FGTN00401Q"|3|0|0
"FGTN00401Q"|4|0|0
"FGTN00401Q"|5|0|0
"FGTN00402R"|1|0|0
"FGTN00402R"|2||
"FGTN00402R"|3|0|0
"FGTN00402R"|4|0|0
"FGTN00402R"|5|0|0
"FIEE00202L"|1|2.2|2.2
"FIEE00202L"|2|2.1|0
"FIEE00202L"|3|0|0
"FIEE00202L"|4|0|2.1
"FIEE00202L"|5|1.5|0
"FIEE00203N"|1|2.7|0
"FIEE00203N"|2|1.5|1.5
"FIEE00203N"|3|1.5|0
"FIEE00203N"|4|0|0
"FIEE00203N"|5|0|0
"FIEE00204P"|1|2|0
"FIEE00204P"|2|0|0
"FIEE00204P"|3|5.7|0
"FIEE00204P"|4|2|2
"FIEE00204P"|5|0|0
"FIEE00301B"|1|0|0
"FIEE00301B"|2|0|0
"FIEE00301B"|3|1.3|0
"FIEE00301B"|4|0|1.4
"FIEE00301B"|5|0|0
"FIEE00302C"|1|0|0
"FIEE00302C"|2|0|2.4
"FIEE00302C"|3|0|0
"FIEE00302C"|4|3.2|0
"FIEE00302C"|5|2.8|0
"FIEE00601V"|1|0|0
"FIEE00601V"|2|0|1
"FIEE00601V"|3|0|0
"FIEE00601V"|4|1.4|0
"FIEE00601V"|5|0|0
"FIEE006042"|1|2.2|0
"FIEE006042"|2|0|.9
"FIEE006042"|3|0|1.1
"FIEE006042"|4|2.3|0
"FIEE006042"|5|0|1.1
"FIEE00701P"|1|1.1|3.4
"FIEE00701P"|2|2.7|4
"FIEE00701P"|3|0|2.4
"FIEE00701P"|4|4.3|1.4
"FIEE00701P"|5|1.4|0
"FIEE00703R"|1|0|0
"FIEE00703R"|2|5.6|0
"FIEE00703R"|3|0|6.7
"FIEE00703R"|4|5.3|0
"FIEE00703R"|5|5.6|0
"FIEE00704T"|1|0|8.3
"FIEE00704T"|2|8|8
"FIEE00704T"|3|0|2.6
"FIEE00704T"|4|4.5|0
"FIEE00704T"|5|4|0
"FIEE13001L"|1|1.4|2.9
"FIEE13001L"|2|0|.9
"FIEE13001L"|3|1.8|0
"FIEE13001L"|4|0|1.8
"FIEE13001L"|5|.7|.7
"FIEE13004Q"|1|0|0
"FIEE13004Q"|2|0|0
"FIEE13004Q"|3|0|0
"FIEE13004Q"|4|0|0
"FIEE13004Q"|5|0|0
"FIEE13008X"|1|5.9|5.9
"FIEE13008X"|2|0|0
"FIEE13008X"|3|0|0
"FIEE13008X"|4|0|0
"FIEE13008X"|5|0|0
"FIEE16001C"|1|0|0
"FIEE16001C"|2|0|0
"FIEE16001C"|3|0|4
"FIEE16001C"|4|0|0
"FIEE16001C"|5|0|0
"FIEE16007P"|1|0|2.7
"FIEE16007P"|2|0|0
"FIEE16007P"|3|9.5|0
"FIEE16007P"|4|0|8.3
"FIEE16007P"|5|0|0
"FIEE16008Q"|1|0|0
"FIEE16008Q"|2|0|1.9
"FIEE16008Q"|3|0|1.4
"FIEE16008Q"|4|0|0
"FIEE16008Q"|5|0|0
"FIEE16009R"|1|1.5|1.5
"FIEE16009R"|2|2.2|2.2
"FIEE16009R"|3|0|2
"FIEE16009R"|4|4.8|0
"FIEE16009R"|5|0|0
"FIEE16010V"|1|0|0
"FIEE16010V"|2|1.4|1.4
"FIEE16010V"|3|0|0
"FIEE16010V"|4|0|0
"FIEE16010V"|5|0|0
"FIEE170013"|1|1.2|3.5
"FIEE170013"|2|1.5|2.9
"FIEE170013"|3|1.2|0
"FIEE170013"|4|0|1.2
"FIEE170013"|5|0|0
"FIEE170079"|1|0|0
"FIEE170079"|2|1.6|0
"FIEE170079"|3|0|1.8
"FIEE170079"|4|0|0
"FIEE170079"|5|2.4|0
"FIEE17008A"|1|0|0
"FIEE17008A"|2|4.5|0
"FIEE17008A"|3|0|0
"FIEE17008A"|4|0|0
"FIEE17008A"|5|0|0
"FIEE175016"|1|0|2.9
"FIEE175016"|2|0|0
"FIEE175016"|3|0|3.4
"FIEE175016"|4|0|3.3
"FIEE175016"|5|0|0
"FIEE175027"|1|6.3|0
"FIEE175027"|2|0|0
"FIEE175027"|3|0|0
"FIEE175027"|4|0|0
"FIEE175027"|5|0|5.3
"FIEE175049"|1|0|0
"FIEE175049"|2|4.8|0
"FIEE175049"|3|0|0
"FIEE175049"|4|0|0
"FIEE175049"|5|13.3|0
"FIEE17506B"|1|0|0
"FIEE17506B"|2|0|0
"FIEE17506B"|3|3.8|0
"FIEE17506B"|4|0|3.2
"FIEE17506B"|5|0|0
"FIEE20001N"|1|0|8.9
"FIEE20001N"|2|0|2.7
"FIEE20001N"|3|2|7.8
"FIEE20001N"|4|0|7.3
"FIEE20001N"|5|0|0
"FIEE20003Q"|1|0|16
"FIEE20003Q"|2|0|5
"FIEE20003Q"|3|3.7|0
"FIEE20003Q"|4|0|0
"FIEE20003Q"|5|0|0
"FIEE20005T"|1|0|0
"FIEE20005T"|2|0|0
"FIEE20005T"|3|0|0
"FIEE20005T"|4|0|0
"FIEE20005T"|5|0|0
"FIEE20007X"|1|0|4.3
"FIEE20007X"|2|0|3.8
"FIEE20007X"|3|0|4.3
"FIEE20007X"|4|0|7.3
"FIEE20007X"|5|0|4.3
"FIEE210018"|1|0|4.3
"FIEE210018"|2|0|0
"FIEE210018"|3|0|0
"FIEE210018"|4|0|4
"FIEE210018"|5|0|0
"FIEE210029"|1|0|0
"FIEE210029"|2|2.4|2.4
"FIEE210029"|3|0|0
"FIEE210029"|4|0|0
"FIEE210029"|5|0|0
"FIEE21004B"|1||
"FIEE21004B"|2||
"FIEE21004B"|3||
"FIEE21004B"|4|0|0
"FIEE21004B"|5|0|2.1
"FIEE21007E"|1|2|0
"FIEE21007E"|2|4.3|0
"FIEE21007E"|3|3.6|1.8
"FIEE21007E"|4||
"FIEE21007E"|5||
"FIEE21009L"|1|0|0
"FIEE21009L"|2|3.8|3.8
"FIEE21009L"|3|0|0
"FIEE21009L"|4|0|0
"FIEE21009L"|5|0|0
"FIEE22001V"|1|4.9|2.4
"FIEE22001V"|2|0|2.2
"FIEE22001V"|3|0|0
"FIEE22001V"|4|2.2|0
"FIEE22001V"|5|0|2.2
"FIEE220053"|1|0|0
"FIEE220053"|2|0|0
"FIEE220053"|3|2.4|0
"FIEE220053"|4|6.3|4.2
"FIEE220053"|5|4.5|0
"FIEE220064"|1|0|0
"FIEE220064"|2|0|0
"FIEE220064"|3|0|0
"FIEE220064"|4|0|0
"FIEE220064"|5|0|0
"FIEE220109"|1|0|0
"FIEE220109"|2|0|0
"FIEE220109"|3|0|0
"FIEE220109"|4|0|0
"FIEE220109"|5|0|0
"FIEE22011A"|1|0|4
"FIEE22011A"|2|7.1|0
"FIEE22011A"|3|0|0
"FIEE22011A"|4|0|0
"FIEE22011A"|5|0|0
"FIEE240025"|1|0|5.9
"FIEE240025"|2|0|0
"FIEE240025"|3|4.3|0
"FIEE240025"|4|0|0
"FIEE240025"|5|0|5.6
"FIEE240036"|1|0|0
"FIEE240036"|2|0|0
"FIEE240036"|3|0|2.6
"FIEE240036"|4|0|2.4
"FIEE240036"|5|0|0
"FIEE240058"|1|0|0
"FIEE240058"|2|0|0
"FIEE240058"|3|0|2.6
"FIEE240058"|4|3.1|3.1
"FIEE240058"|5|0|0
"FIEE24009C"|1|2.6|0
"FIEE24009C"|2|0|5
"FIEE24009C"|3|6.7|0
"FIEE24009C"|4|0|2
"FIEE24009C"|5|0|0
"FIEE260019"|1|4.5|2.2
"FIEE260019"|2|3.8|1
"FIEE260019"|3|4|0
"FIEE260019"|4|2.3|2.3
"FIEE260019"|5|0|0
"FIEE26002A"|1|0|0
"FIEE26002A"|2|0|0
"FIEE26002A"|3|0|0
"FIEE26002A"|4|0|0
"FIEE26002A"|5|0|0
"FIEE26003B"|1|0|0
"FIEE26003B"|2|0|0
"FIEE26003B"|3|0|0
"FIEE26003B"|4|0|0
"FIEE26003B"|5|0|0
"FIEE26011R"|1|5.3|5.3
"FIEE26011R"|2|0|0
"FIEE26011R"|3|0|0
"FIEE26011R"|4|0|0
"FIEE26011R"|5|0|0
"FIEE290059"|1|0|0
"FIEE290059"|2|0|6.3
"FIEE290059"|3|0|0
"FIEE290059"|4|0|0
"FIEE290059"|5|0|0
"FIEE29006A"|1|0|0
"FIEE29006A"|2|2.2|0
"FIEE29006A"|3|0|0
"FIEE29006A"|4|0|0
"FIEE29006A"|5|0|0
"FIEE29010G"|1|0|0
"FIEE29010G"|2|0|0
"FIEE29010G"|3|0|0
"FIEE29010G"|4|0|0
"FIEE29010G"|5|0|0
"FIEE29012N"|1|0|4.5
"FIEE29012N"|2|0|0
"FIEE29012N"|3|0|0
"FIEE29012N"|4|0|0
"FIEE29012N"|5|0|0
"FIEE360016"|1|2.1|0
"FIEE360016"|2|14.3|0
"FIEE360016"|3|0|0
"FIEE360016"|4|9.5|0
"FIEE360016"|5|0|0
"FIEE360049"|1|0|0
"FIEE360049"|2|0|0
"FIEE360049"|3|0|0
"FIEE360049"|4|0|0
"FIEE360049"|5|0|0
"FIEE36005A"|1|0|0
"FIEE36005A"|2|0|0
"FIEE36005A"|3|0|0
"FIEE36005A"|4|0|0
"FIEE36005A"|5|0|0
"FIEE36008D"|1|0|0
"FIEE36008D"|2|0|0
"FIEE36008D"|3|0|0
"FIEE36008D"|4|0|0
"FIEE36008D"|5|0|0
"FIEE36009E"|1|1.4|0
"FIEE36009E"|2|0|0
"FIEE36009E"|3|0|1.3
"FIEE36009E"|4|0|0
"FIEE36009E"|5|0|0
"FIEE47001N"|1|0|3.4
"FIEE47001N"|2|5.6|11.1
"FIEE47001N"|3|3.8|3.8
"FIEE47001N"|4|0|2.1
"FIEE47001N"|5|2.1|2.1
"FIEE47005T"|1|7.4|14.8
"FIEE47005T"|2|0|4.8
"FIEE47005T"|3|0|0
"FIEE47005T"|4|4.5|0
"FIEE47005T"|5|0|0
"FIEE47006V"|1|21.9|3.1
"FIEE47006V"|2|4.8|4.8
"FIEE47006V"|3|5.1|0
"FIEE47006V"|4|3|3
"FIEE47006V"|5|0|0
"FIEE470092"|1|0|13.3
"FIEE470092"|2|9.5|4.8
"FIEE470092"|3|4.2|0
"FIEE470092"|4|4.2|0
"FIEE470092"|5|0|0
"FIEE480018"|1|1.1|3.2
"FIEE480018"|2|0|0
"FIEE480018"|3|0|0
"FIEE480018"|4|0|0
"FIEE480018"|5|0|1
"FIEE48003A"|1|2.3|6.8
"FIEE48003A"|2|2.4|2.4
"FIEE48003A"|3|0|0
"FIEE48003A"|4|0|2.6
"FIEE48003A"|5|0|0
"FIEE48006D"|1|0|2.9
"FIEE48006D"|2|3.6|3.6
"FIEE48006D"|3|0|0
"FIEE48006D"|4|4|0
"FIEE48006D"|5|0|3.8
"FIEE50502C"|1|0|0
"FIEE50502C"|2|0|0
"FIEE50502C"|3|0|0
"FIEE50502C"|4|0|0
"FIEE50502C"|5|0|0
"FIEE50505G"|1|0|0
"FIEE50505G"|2|0|0
"FIEE50505G"|3|0|0
"FIEE50505G"|4|0|0
"FIEE50505G"|5|0|0
"FIEE54001P"|1|3.4|0
"FIEE54001P"|2|1.3|1.3
"FIEE54001P"|3|1.3|0
"FIEE54001P"|4|0|0
"FIEE54001P"|5|0|0
"FIEE54003R"|1|0|0
"FIEE54003R"|2|0|0
"FIEE54003R"|3|0|2.1
"FIEE54003R"|4|0|0
"FIEE54003R"|5|0|0
"FIEE54005V"|1|0|0
"FIEE54005V"|2|0|0
"FIEE54005V"|3|0|0
"FIEE54005V"|4|0|0
"FIEE54005V"|5|0|0
"FIEE55004C"|1|0|0
"FIEE55004C"|2|0|0
"FIEE55004C"|3|0|0
"FIEE55004C"|4|0|0
"FIEE55004C"|5|0|0
"FIEE55005D"|1|0|0
"FIEE55005D"|2|1.7|1.7
"FIEE55005D"|3|0|0
"FIEE55005D"|4|0|0
"FIEE55005D"|5|0|1.7
"FIEE55006E"|1|0|0
"FIEE55006E"|2|0|0
"FIEE55006E"|3|0|0
"FIEE55006E"|4|0|0
"FIEE55006E"|5|0|0
"FIEE56001X"|1|0|2.2
"FIEE56001X"|2|0|0
"FIEE56001X"|3|0|2.3
"FIEE56001X"|4|0|0
"FIEE56001X"|5|0|0
"FIEE560021"|1|0|1.1
"FIEE560021"|2|0|2.1
"FIEE560021"|3|0|0
"FIEE560021"|4|0|0
"FIEE560021"|5|0|1.1
"FIEE61001Q"|1|0|2.8
"FIEE61001Q"|2|3.6|0
"FIEE61001Q"|3|7|2.3
"FIEE61001Q"|4|2.6|2.6
"FIEE61001Q"|5|0|2.7
"FIEE610061"|1|0|1
"FIEE610061"|2|1.2|2.5
"FIEE610061"|3|0|3.2
"FIEE610061"|4|2.4|1.2
"FIEE610061"|5|0|1.1
"FIEE80801D"|1|0|0
"FIEE80801D"|2|0|0
"FIEE80801D"|3|0|0
"FIEE80801D"|4|0|0
"FIEE80801D"|5|0|0
"FIEE80802E"|1|0|0
"FIEE80802E"|2|0|0
"FIEE80802E"|3|0|0
"FIEE80802E"|4|0|0
"FIEE80802E"|5|0|0
"FIEE809019"|1|3.2|0
"FIEE809019"|2|0|0
"FIEE809019"|3|0|0
"FIEE809019"|4|0|0
"FIEE809019"|5|0|0
"FIEE80902A"|1|0|0
"FIEE80902A"|2|3.8|3.8
"FIEE80902A"|3|0|0
"FIEE80902A"|4|3.3|0
"FIEE80902A"|5|3.4|0
"FIEE81001D"|1|0|4.3
"FIEE81001D"|2|0|0
"FIEE81001D"|3|0|10.5
"FIEE81001D"|4|0|7.7
"FIEE81001D"|5|0|0
"FIEE81002E"|1|0|2.9
"FIEE81002E"|2|0|4
"FIEE81002E"|3|0|0
"FIEE81002E"|4|0|2
"FIEE81002E"|5|0|6.7
"FIEE81103B"|1|0|0
"FIEE81103B"|2|0|0
"FIEE81103B"|3|0|0
"FIEE81103B"|4|0|0
"FIEE81103B"|5|0|0
"FIEE81104C"|1||
"FIEE81104C"|2||
"FIEE81104C"|3||
"FIEE81104C"|4|0|0
"FIEE81104C"|5||
"FIEE812015"|1|7.5|4.5
"FIEE812015"|2|2.9|1.5
"FIEE812015"|3|13.1|3.3
"FIEE812015"|4|10.3|5.9
"FIEE812015"|5|3|6
"FIEE813011"|1|2.4|4.8
"FIEE813011"|2|0|4.3
"FIEE813011"|3|0|4.5
"FIEE813011"|4|0|0
"FIEE813011"|5|0|2.9
"FIEE813022"|1|0|10.3
"FIEE813022"|2|0|11.6
"FIEE813022"|3|0|4
"FIEE813022"|4|0|13.9
"FIEE813022"|5|0|2.3
"FIEE81401R"|1|13.6|4.5
"FIEE81401R"|2|10|0
"FIEE81401R"|3|13.3|6.7
"FIEE81401R"|4|5.6|0
"FIEE81401R"|5|17.6|0
"FIEE81402T"|1|0|0
"FIEE81402T"|2|0|8.3
"FIEE81402T"|3|0|0
"FIEE81402T"|4|0|0
"FIEE81402T"|5|0|0
"FIEE81403V"|1|4.8|0
"FIEE81403V"|2|3.4|0
"FIEE81403V"|3|2.3|4.7
"FIEE81403V"|4|2.4|0
"FIEE81403V"|5|5.1|0
"FIEE81501L"|1|0|0
"FIEE81501L"|2|1.7|0
"FIEE81501L"|3|0|0
"FIEE81501L"|4|0|1.7
"FIEE81501L"|5|0|0
"FIEE81601C"|1|0|0
"FIEE81601C"|2|0|0
"FIEE81601C"|3|0|0
"FIEE81601C"|4|0|0
"FIEE81601C"|5|0|0
"FIEE81602D"|1|0|0
"FIEE81602D"|2|0|0
"FIEE81602D"|3|0|0
"FIEE81602D"|4|0|0
"FIEE81602D"|5|0|0
"FIEE817018"|1|0|0
"FIEE817018"|2|0|0
"FIEE817018"|3|0|1.1
"FIEE817018"|4|0|0
"FIEE817018"|5|0|0
"FIEE817029"|1|0|0
"FIEE817029"|2|0|0
"FIEE817029"|3|0|0
"FIEE817029"|4|0|0
"FIEE817029"|5|0|0
"FIEE81703A"|1|0|0
"FIEE81703A"|2|0|0
"FIEE81703A"|3|0|0
"FIEE81703A"|4|0|0
"FIEE81703A"|5|0|0
"FIEE818014"|1|0|1.3
"FIEE818014"|2|0|0
"FIEE818014"|3|0|0
"FIEE818014"|4|0|1.4
"FIEE818014"|5|0|0
"FIEE818025"|1|0|0
"FIEE818025"|2||
"FIEE818025"|3|0|4.3
"FIEE818025"|4|0|0
"FIEE818025"|5|0|0
"FIEE818036"|1|0|0
"FIEE818036"|2|0|6.7
"FIEE818036"|3|0|0
"FIEE818036"|4|0|0
"FIEE818036"|5|0|0
"FIEE81901X"|1|0|0
"FIEE81901X"|2|1.8|0
"FIEE81901X"|3|0|1.6
"FIEE81901X"|4|0|0
"FIEE81901X"|5|0|0
"FIEE819021"|1|0|0
"FIEE819021"|2|0|0
"FIEE819021"|3|0|0
"FIEE819021"|4|0|0
"FIEE819021"|5|0|0
"FIEE819032"|1|0|0
"FIEE819032"|2|0|3.7
"FIEE819032"|3|0|0
"FIEE819032"|4|0|4.8
"FIEE819032"|5|0|0
"FIEE820014"|1|0|0
"FIEE820014"|2|0|0
"FIEE820014"|3|0|0
"FIEE820014"|4|0|0
"FIEE820014"|5|0|0
"FIEE820025"|1|0|0
"FIEE820025"|2|0|0
"FIEE820025"|3|0|0
"FIEE820025"|4|0|0
"FIEE820025"|5|0|0
"FIEE820036"|1|0|0
"FIEE820036"|2|0|0
"FIEE820036"|3|0|0
"FIEE820036"|4|0|0
"FIEE820036"|5|0|0
"FIEE820047"|1|0|0
"FIEE820047"|2|0|0
"FIEE820047"|3|0|0
"FIEE820047"|4|0|2.3
"FIEE820047"|5|0|0
"FIEE82101X"|1|0|0
"FIEE82101X"|2|0|0
"FIEE82101X"|3|0|0
"FIEE82101X"|4|0|0
"FIEE82101X"|5|0|0
"FIEE821021"|1|0|1.3
"FIEE821021"|2|1.4|0
"FIEE821021"|3|2.7|4.1
"FIEE821021"|4|1.5|0
"FIEE821021"|5|1.6|0
"FIEE821032"|1|0|0
"FIEE821032"|2|0|0
"FIEE821032"|3|4|0
"FIEE821032"|4|0|0
"FIEE821032"|5|0|0
"FIEE82201Q"|1|2.2|2.2
"FIEE82201Q"|2|1.2|2.4
"FIEE82201Q"|3|0|5
"FIEE82201Q"|4|1.1|1.1
"FIEE82201Q"|5|1.3|3.9
"FIEE82202R"|1|4.2|0
"FIEE82202R"|2|0|0
"FIEE82202R"|3|0|4.5
"FIEE82202R"|4|0|0
"FIEE82202R"|5|5.6|0
"FIEE82203T"|1|0|0
"FIEE82203T"|2|0|0
"FIEE82203T"|3|4|0
"FIEE82203T"|4|0|0
"FIEE82203T"|5|4.3|0
"FIEE82301G"|1|0|0
"FIEE82301G"|2|0|0
"FIEE82301G"|3|0|2.2
"FIEE82301G"|4|4.9|0
"FIEE82301G"|5|0|0
"FIEE82302L"|1|0|0
"FIEE82302L"|2|0|0
"FIEE82302L"|3|0|0
"FIEE82302L"|4|0|0
"FIEE82302L"|5|0|0
"FIEE82303N"|1|5|0
"FIEE82303N"|2|0|0
"FIEE82303N"|3|0|0
"FIEE82303N"|4|0|0
"FIEE82303N"|5|0|0
"FIEE82305Q"|1|4.8|0
"FIEE82305Q"|2|0|0
"FIEE82305Q"|3|0|0
"FIEE82305Q"|4|0|0
"FIEE82305Q"|5|4.8|0
"FIEE82401B"|1|5.4|0
"FIEE82401B"|2|0|0
"FIEE82401B"|3|0|0
"FIEE82401B"|4|0|0
"FIEE82401B"|5|0|0
"FIEE82402C"|1|0|0
"FIEE82402C"|2|0|0
"FIEE82402C"|3|0|0
"FIEE82402C"|4|0|0
"FIEE82402C"|5|0|0
"FIEE825017"|1|0|4.3
"FIEE825017"|2|0|1.4
"FIEE825017"|3|0|1.5
"FIEE825017"|4|1.6|4.7
"FIEE825017"|5|0|3
"FIEE825028"|1|0|0
"FIEE825028"|2|0|0
"FIEE825028"|3|0|0
"FIEE825028"|4|0|0
"FIEE825028"|5|0|14.3
"FIEE825039"|1|1.6|4.8
"FIEE825039"|2|2.3|4.7
"FIEE825039"|3|1.5|3.1
"FIEE825039"|4|0|2.9
"FIEE825039"|5|0|0
"FIEE826013"|1|2.4|4.9
"FIEE826013"|2|0|0
"FIEE826013"|3|6.3|0
"FIEE826013"|4|2.4|0
"FIEE826013"|5|0|0
"FIEE826024"|1|0|0
"FIEE826024"|2|0|0
"FIEE826024"|3|0|0
"FIEE826024"|4|0|0
"FIEE826024"|5|0|0
"FIEE826035"|1|0|0
"FIEE826035"|2|6.7|0
"FIEE826035"|3|6.3|0
"FIEE826035"|4|0|0
"FIEE826035"|5|0|0
"FIEE826046"|1|0|0
"FIEE826046"|2|0|5.2
"FIEE826046"|3|0|0
"FIEE826046"|4|2.3|0
"FIEE826046"|5|0|2.9
"FIEE82701V"|1|0|0
"FIEE82701V"|2|0|0
"FIEE82701V"|3|0|0
"FIEE82701V"|4|0|0
"FIEE82701V"|5|0|0
"FIEE82702X"|1|0|0
"FIEE82702X"|2|0|4.2
"FIEE82702X"|3|0|0
"FIEE82702X"|4|0|0
"FIEE82702X"|5|0|0
"FIEE827031"|1|3.4|0
"FIEE827031"|2|2.7|2.7
"FIEE827031"|3|0|0
"FIEE827031"|4|0|2.5
"FIEE827031"|5|0|0
"FIEE82801P"|1|1|1
"FIEE82801P"|2|0|0
"FIEE82801P"|3|0|0
"FIEE82801P"|4|1.7|0
"FIEE82801P"|5|0|0
"FIEE82902G"|1|2.4|0
"FIEE82902G"|2|2.8|0
"FIEE82902G"|3|2|0
"FIEE82902G"|4|1.8|0
"FIEE82902G"|5|0|0
"FIEE82903L"|1|0|0
"FIEE82903L"|2|2.4|0
"FIEE82903L"|3|5|0
"FIEE82903L"|4|0|0
"FIEE82903L"|5|2.4|0
"FIEE83001P"|1|2.4|0
"FIEE83001P"|2|0|0
"FIEE83001P"|3|2.2|0
"FIEE83001P"|4|0|0
"FIEE83001P"|5|0|0
"FIEE83002Q"|1|0|0
"FIEE83002Q"|2|0|0
"FIEE83002Q"|3|0|0
"FIEE83002Q"|4|0|0
"FIEE83002Q"|5|0|0
"FIEE83101E"|1|0|0
