codice_scuola|pc_desktop|pc_laptop|lim_aula|lim_laboratorio|lim_mobili|paule_lan|paule_wifi
"ALAA02503V"|"4,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,33"|"1,00"
"ALAA025051"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA02706N"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA02711X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA027121"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA03303T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA03501B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA037013"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA80602B"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA80603C"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA807016"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA807027"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA808012"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"ALAA808023"|"31,00"|"3,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,30"
"ALAA808034"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"ALAA80901T"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA80902V"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA80903X"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA810012"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA810023"|"10,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA810045"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA810056"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81101T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81102V"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81103X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81201N"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81202P"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81203Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81204R"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81205T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81301D"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81402A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"
"ALAA815015"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA815037"|"40,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA815048"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA816022"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA816044"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA816055"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA816066"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81801L"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81802N"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA81901C"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA82001L"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA82002N"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA82003P"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA82004Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA82101C"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"ALAA82203A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA823014"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA823025"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA823036"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA823047"|"3,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA823058"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA82401X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALAA824021"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALCT70000B"|"16,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALCT701007"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE00101D"|"12,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE00103G"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE00104L"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE00105N"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE003015"|"15,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE003037"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE004011"|"0,00"|"7,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE004022"|"14,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE004033"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE004044"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE00701C"|"10,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALEE00702D"|"11,00"|"1,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"ALEE00705L"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE00709R"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE010018"|"63,00"|"3,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE010029"|"24,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE011014"|"13,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE011025"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE011036"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE01108B"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE01109C"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE01402L"|"24,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,05"
"ALEE01403N"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE016017"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE016028"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE01604A"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE017013"|"8,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE017024"|"22,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALEE017035"|"15,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALEE017068"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,20"|"0,00"
"ALEE017079"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE02301A"|"37,00"|"3,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE02304D"|"13,00"|"32,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE024016"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE024038"|"7,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALEE02405A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALEE02408D"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALEE02409E"|"7,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE025034"|"29,00"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE025045"|"29,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE02702P"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE02705T"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE02717B"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE02719D"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE02720G"|"14,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE033011"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE033033"|"15,00"|"3,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"
"ALEE033066"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE034062"|"15,00"|"2,00"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE034073"|"7,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE034129"|"8,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE03501L"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE03502N"|"18,00"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE03601C"|"6,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE03603E"|"15,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE037018"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE03703A"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE03704B"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80501Q"|"6,00"|"4,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALEE80502R"|"8,00"|"4,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE80504V"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80601G"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80602L"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80603N"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80604P"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80606R"|"13,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,08"|"0,00"
"ALEE80607T"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80608V"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,33"|"0,00"
"ALEE80609X"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80701B"|"12,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80703D"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE808017"|"10,00"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,33"
"ALEE808028"|"11,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,14"
"ALEE808039"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE80804A"|"19,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,40"|"0,00"
"ALEE809013"|"18,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE809024"|"22,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE809035"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE809046"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE810017"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE810028"|"8,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE810039"|"9,00"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81004A"|"9,00"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE811013"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE811024"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE811035"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE811046"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE811057"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81201V"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81202X"|"9,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,12"
"ALEE812031"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE812042"|"10,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,16"
"ALEE812053"|"7,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,20"|"0,00"
"ALEE812064"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81301P"|"8,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE81302Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81402G"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE81404N"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81405P"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81501A"|"42,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81502B"|"26,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81503C"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE816016"|"15,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE816027"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE816038"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE816049"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81606B"|"13,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE817012"|"13,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALEE817023"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE817034"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE817045"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81801T"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81802V"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81803X"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALEE818041"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE818052"|"7,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,50"|"0,50"
"ALEE818063"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE818074"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE81901N"|"13,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82001T"|"16,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82002V"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82003X"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE820041"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82101N"|"39,00"|"31,00"|"1,00"|"0,00"|"0,00"|"0,10"|"0,31"
"ALEE82102P"|"22,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82201D"|"3,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,40"
"ALEE82202E"|"5,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82203G"|"5,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,20"
"ALEE82204L"|"5,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,20"
"ALEE82205N"|"8,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,20"|"0,00"
"ALEE823019"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82305D"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82306E"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE82307G"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"
"ALEE82308L"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE824015"|"15,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALEE825011"|"30,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALEE825022"|"26,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,10"|"0,00"
"ALMM081008"|"69,00"|"7,00"|"13,00"|"0,00"|"0,00"|"1,00"|"0,07"
"ALMM08300X"|"43,00"|"4,00"|"8,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALMM083011"|"7,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM08400Q"|"139,00"|"88,00"|"27,00"|"4,00"|"0,00"|"1,00"|"1,00"
"ALMM08401R"|"42,00"|"5,00"|"6,00"|"1,00"|"0,00"|"1,00"|"1,00"
"ALMM08600B"|"32,00"|"4,00"|"5,00"|"0,00"|"0,00"|"0,51"|"0,00"
"ALMM08601C"|"10,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM08602D"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALMM08900V"|"29,00"|"6,00"|"16,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALMM80501P"|"15,00"|"3,00"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"
"ALMM80502Q"|"6,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM80601E"|"14,00"|"0,00"|"4,00"|"0,00"|"0,00"|"0,55"|"0,00"
"ALMM80602G"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM80701A"|"13,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALMM80702B"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM808016"|"56,00"|"5,00"|"1,00"|"1,00"|"0,00"|"0,10"|"0,30"
"ALMM808027"|"50,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM809012"|"24,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALMM809023"|"24,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM810016"|"13,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM810027"|"10,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALMM811012"|"4,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALMM811023"|"10,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALMM81201T"|"18,00"|"4,00"|"2,00"|"0,00"|"0,00"|"0,12"|"0,37"
"ALMM81202V"|"9,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,66"
"ALMM812041"|"11,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,25"
"ALMM81301N"|"15,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALMM81401D"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM81402E"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALMM81403G"|"9,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM815019"|"64,00"|"6,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM816015"|"14,00"|"3,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM816026"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM816037"|"12,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM817011"|"27,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM81801R"|"15,00"|"24,00"|"4,00"|"0,00"|"0,00"|"0,66"|"0,00"
"ALMM81802T"|"12,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,20"|"0,00"
"ALMM81803V"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM81901L"|"16,00"|"2,00"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALMM82001R"|"15,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM82002T"|"16,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM82101L"|"94,00"|"38,00"|"5,00"|"0,00"|"0,00"|"0,33"|"0,13"
"ALMM82102N"|"48,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,33"|"0,00"
"ALMM82103P"|"18,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALMM82201C"|"15,00"|"5,00"|"6,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALMM82202D"|"17,00"|"4,00"|"6,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ALMM823018"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALMM824014"|"32,00"|"2,00"|"8,00"|"2,00"|"0,00"|"1,00"|"0,00"
"ALMM824025"|"19,00"|"1,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"ALMM82501X"|"13,00"|"26,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALPC00901C"|"145,00"|"12,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALPC01601G"|"27,00"|"2,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALPM01601Q"|"42,00"|"6,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALPS001011"|"50,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALPS00401C"|"10,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALPS00701X"|"61,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALPS00901G"|"145,00"|"12,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ALPS01000P"|"26,00"|"17,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"
"ALPS020009"|"35,00"|"34,00"|"2,00"|"1,00"|"1,00"|"0,06"|"1,00"
"ALPS050005"|"18,00"|"7,00"|"0,00"|"0,00"|"0,00"|"0,25"|"0,00"
"ALRC003015"|"52,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALRC00601L"|"46,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALRC008018"|"77,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALRC01301Q"|"204,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALRC017013"|"42,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALRI00301T"|"61,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALRI003517"|"61,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALRI01000X"|"140,00"|"48,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALSD00101B"|"14,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALSD00401V"|"20,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALSL004019"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALTA01401C"|"13,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,20"|"0,10"
"ALTD00301C"|"101,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ALTD004018"|"42,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ALTD00601X"|"75,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
